,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
120,,1,"A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him. As a consequence, a man is in front of a camera."," ""A young man in a blue T-shirt and sweatpants stands over a stove.""  "," ""A man is in front of a camera.""","IsYoung(a),  IsInBlueTShirt(a),  IsInSweatpants(a),  IsOverStove(a, d)","IsInFrontOf(e, f)",[],[],[],"IsYoung(a) and IsInBlueTShirt(a) and IsInSweatpants(a) and IsOverStove(a, d)","IsInFrontOf(e, f)","(IsYoung(a) and IsInBlueTShirt(a) and IsInSweatpants(a) and IsOverStove(a, d)) -> (IsInFrontOf(e, f))","(exists d (exists a (IsYoung(a) and IsInBlueTShirt(a) and IsInSweatpants(a) and IsOverStove(a, d)))) -> (exists e (exists f (IsInFrontOf(e, f))))",LF
121,,1,"This church choir sings to the masses as they sing joyous songs from the book at a church. Therefore, the church is filled with song."," ""The church choir sings joyous songs from the book at a church.""  "," ""The church is filled with song.""","Sings(a, b),  IsFrom(b, c),  IsAt(b, d)","IsFilledWith(e, f)",[],[],"[(' The church choir', ' The church'), (' song', ' The church choir'), (' joyous songs', ' The church'), (' joyous songs', ' song'), (' a church', ' The church')]","Sings(a, b) and IsFrom(b, c) and IsAt(b, d)","IsFilledWith(e, f)","(exists d (exists b (forall a (exists a (Sings(a, b) and IsFrom(b, c) and IsAt(b, d)))))) -> (forall f (exists f (forall e (IsFilledWith(e, f)))))","(exists c (exists d (exists a (exists b (Sings(a, b) and IsFrom(b, c) and IsAt(b, d)))))) -> (exists e (exists f (IsFilledWith(e, f))))",LF
122,,1,"A man and a woman are standing at the side of an inflatable climbing structure. As a consequence, a man and a woman are standing."," ""A man and a woman are standing at the side of an inflatable climbing structure.""  "," ""A man and a woman are standing.""","IsStanding(a),  IsStanding(b)","IsStanding(a),  IsStanding(b)",[],"[(' A man', ' A man'), (' a woman', ' a woman')]",[],"IsStanding(a) and IsStanding(b) and IsAtSide(a,c) and IsAtSide(b,c)",IsStanding(a) and IsStanding(b),"(IsStanding(a) and IsStanding(b) and IsAtSide(a,c) and IsAtSide(b,c)) -> (IsStanding(a) and IsStanding(b))","(exists c (exists a (exists b (IsStanding(a) and IsStanding(b) and IsAtSide(a,c) and IsAtSide(b,c))))) -> (exists a (exists b (IsStanding(a) and IsStanding(b))))",Valid
123,,1,An asian teenager wearing a white shirt with black stripes is sitting on the steps with his face resting on his hand. This implies that the teenager is seated.," ""An Asian teenager is seated.""  "," ""The Asian teenager is sitting on the steps.""",IsSeated(a),"IsSitting(b),  IsOnSteps(b, c)",[],[],"[(' The Asian teenager', ' An Asian teenager')]",IsSeated(a),"IsSitting(b) and IsOnSteps(b, c)","(forall a (IsSeated(a))) -> (exists b (IsSitting(b) and IsOnSteps(b, c)))","(exists a (IsSeated(a))) -> (exists c (exists b (IsSitting(b) and IsOnSteps(b, c))))",LF
124,,1,"Boy in red and black shirt walks through grass. Therefore, the boy is walking."," ""The boy in the red and black shirt walks through grass.""  "," ""The boy is walking.""","IsInRedAndBlackShirt(a),  WalksThrough(a, b)",IsWalking(c),[],[],[],"IsInRedAndBlackShirt(a) and WalksThrough(a, b)",IsWalking(c),"(IsInRedAndBlackShirt(a) and WalksThrough(a, b)) -> (IsWalking(c))","(exists a (exists b (IsInRedAndBlackShirt(a) and WalksThrough(a, b)))) -> (exists c (IsWalking(c)))",LF
125,,1,"These girls are having a great time looking for seashells. As a consequence, the girls are happy."," ""The girls are having a great time looking for seashells.""  "," ""The girls are happy.""","IsHavingGreatTime(a),  IsLookingForSeashells(a, c)",IsHappy(a),[],"[(' The girls', ' The girls')]","[(' The girls', ' a great time')]","IsHavingGreatTime(a) and IsLookingForSeashells(a, c)",IsHappy(a),"(IsHavingGreatTime(a) and IsLookingForSeashells(a, c)) -> (IsHappy(a))","(exists c (exists a (IsHavingGreatTime(a) and IsLookingForSeashells(a, c)))) -> (exists a (IsHappy(a)))",LF
126,,1,"Small girl in a pink dress is playing electronic drum pads with sticks. Consequently, a girl is playing electronic drums."," ""A small girl in a pink dress is playing electronic drum pads with sticks.""  "," ""A girl is playing electronic drums.""","IsSmall(a),  IsInPinkDress(a),  IsPlayingWith(a, c, d)","IsPlaying(e, f)",[],[],"[(' A small girl', ' A girl'), (' a pink dress', ' A girl')]","IsSmall(a) and IsInPinkDress(a) and IsPlayingWith(a, c, d)","IsPlaying(e, f)","(exists a (IsSmall(a) and IsInPinkDress(a) and IsPlayingWith(a, c, d))) -> (forall e (IsPlaying(e, f)))","(exists c (exists d (exists a (IsSmall(a) and IsInPinkDress(a) and IsPlayingWith(a, c, d))))) -> (exists e (exists f (IsPlaying(e, f))))",LF
127,,1,"A blond woman with a tattoo of on an angel on her arm walking down the street, a concrete wall in the background. As a consequence, a person with a tattoo."," ""A blond woman has a tattoo of an angel on her arm.""  "," ""The person has a tattoo.""","IsBlond(b),  HasTattoo(b, a),  IsOfAngel(a, c),  IsOnArm(a, d)","IsPerson(e),  HasTattoo(e, a)",[],"[(' a tattoo', ' a tattoo')]","[(' her arm', ' a tattoo')]","IsBlond(b) and HasTattoo(b, a) and IsOfAngel(a, c) and IsOnArm(a, d)","IsPerson(e) and HasTattoo(e, a)","(exists d (IsBlond(b) and HasTattoo(b, a) and IsOfAngel(a, c) and IsOnArm(a, d))) -> (forall a (IsPerson(e) and HasTattoo(e, a)))","(exists c (exists d (exists a (exists b (IsBlond(b) and HasTattoo(b, a) and IsOfAngel(a, c) and IsOnArm(a, d)))))) -> (exists a (exists e (IsPerson(e) and HasTattoo(e, a))))",LF
128,,1,"A tan dog chases a black and white soccer ball. Therefore, a dog is chasing a ball."," ""A tan dog chases a black and white soccer ball.""  "," ""A dog is chasing a ball.""","IsTan(a),  Chases(a,b),  IsBlackAndWhite(b)","IsChasing(c,d)",[],[],"[(' A tan dog', ' A dog')]","IsTan(a) and Chases(a,b) and IsBlackAndWhite(b)","IsChasing(c,d)","(exists a (IsTan(a) and Chases(a,b) and IsBlackAndWhite(b))) -> (forall c (IsChasing(c,d)))","(exists a (exists b (IsTan(a) and Chases(a,b) and IsBlackAndWhite(b)))) -> (exists c (exists d (IsChasing(c,d))))",LF
129,,1,"A dusty boy runs along a dirt path through the grass. As a consequence, a boy is outside running."," ""A dusty boy runs along a dirt path through the grass.""  "," ""A boy is outside running.""","IsDusty(a),  IsOnDirtPath(a),  IsInGrass(b)","IsOutside(d),  IsRunning(d)",[],[],[],IsDusty(a) and IsOnDirtPath(a) and IsInGrass(b),IsOutside(d) and IsRunning(d),(IsDusty(a) and IsOnDirtPath(a) and IsInGrass(b)) -> (IsOutside(d) and IsRunning(d)),(exists a (exists b (IsDusty(a) and IsOnDirtPath(a) and IsInGrass(b)))) -> (exists d (IsOutside(d) and IsRunning(d))),LF
130,,1,"A guy with a football, a crowd watching him. Consequently, there is a guy holding a football."," ""A guy is holding a football.""  "," ""A guy with a football is being watched by a crowd.""","IsHolding(a, b)","IsWithFootball(c),  IsWatchedBy(c, d)",[],[],[],"IsHolding(a, b)","IsWithFootball(c) and IsWatchedBy(c, d)","(IsHolding(a, b)) -> (IsWithFootball(c) and IsWatchedBy(c, d))","(exists a (exists b (IsHolding(a, b)))) -> (exists c (exists d (IsWithFootball(c) and IsWatchedBy(c, d))))",LF
131,,1,Two women are tending to their herd of animals including cows and goats near a building made primarily of stone. It follows that the two women are taking care of a herd of animals.," ""Two women are tending to a herd of animals.""  "," ""The two women are taking care of a herd of animals.""","IsTending(b, a)","IsTakingCare(c, a)",[],"[(' a herd of animals', ' a herd of animals')]","[(' The two women', ' Two women')]","IsTending(b, a)","IsTakingCare(c, a)","(forall b (IsTending(b, a))) -> (exists c (IsTakingCare(c, a)))","(exists a (exists b (IsTending(b, a)))) -> (exists c (exists a (IsTakingCare(c, a))))",LF
132,,1,"A boy and girl play together on a pile or rocks in a residential area. Thus, the boy and girl are outside."," ""A boy and girl play together on a pile of rocks in a residential area.""  "," ""The boy and girl are outside.""","PlaysTogether(a, b),  IsOnPileOfRocks(a, b, c),  IsInResidentialArea(c, d)","IsOutside(e),  IsOutside(f)",[],[],"[(' The boy', ' A boy'), (' girl', ' the girl'), (' The boy', ' a residential area'), (' the girl', ' a residential area')]","PlaysTogether(a, b) and IsOnPileOfRocks(a, b, c) and IsInResidentialArea(c, d)",IsOutside(e) and IsOutside(f),"(forall d (exists b (forall a (PlaysTogether(a, b) and IsOnPileOfRocks(a, b, c) and IsInResidentialArea(c, d))))) -> (forall f (exists e (IsOutside(e) and IsOutside(f))))","(exists c (exists d (exists a (exists b (PlaysTogether(a, b) and IsOnPileOfRocks(a, b, c) and IsInResidentialArea(c, d)))))) -> (exists e (exists f (IsOutside(e) and IsOutside(f))))",LF
133,,1,"A boy stands in the middle of a crowd of teenagers. Thus, a person stands in the middle of a crowd of teenagers."," ""A boy stands in the middle of a crowd of teenagers.""  "," ""A person stands in the middle of a crowd of teenagers.""","IsInMiddle(b),  IsInCrowd(b, c)","IsInMiddle(d),  IsInCrowd(d, e)",[],"[(' the middle', ' the middle')]","[(' the middle', ' A person'), (' the middle', ' a crowd'), (' a crowd of teenagers', ' the middle'), (' a crowd of teenagers', ' a crowd'), (' teenagers', ' a crowd of teenagers')]","IsInMiddle(b) and IsInCrowd(b, c)","IsInMiddle(d) and IsInCrowd(d, e)","(exists c (IsInMiddle(b) and IsInCrowd(b, c))) -> (forall e (IsInMiddle(d) and IsInCrowd(d, e)))","(exists c (exists b (IsInMiddle(b) and IsInCrowd(b, c)))) -> (exists d (exists e (IsInMiddle(d) and IsInCrowd(d, e))))",Valid
134,,1,"Two men are standing in a boat. Thus, some people are in a boat."," ""Two men are standing in a boat.""  "," ""Some people are in a boat.""","IsStandingInBoat(b),  IsBoat(a)","IsInBoat(c),  IsBoat(a)",[],"[(' a boat', ' a boat')]",[],IsStandingInBoat(b) and IsBoat(a),IsInBoat(c) and IsBoat(a),(IsStandingInBoat(b) and IsBoat(a)) -> (IsInBoat(c) and IsBoat(a)),(exists a (exists b (IsStandingInBoat(b) and IsBoat(a)))) -> (exists c (exists a (IsInBoat(c) and IsBoat(a)))),LF
135,,1,An Asian woman dressed in a colorful outfit laughing. It follows that a woman is wearing colorful clothing.," ""An Asian woman is dressed in a colorful outfit.""  "," ""A woman is wearing colorful clothing.""","IsAsian(a),  IsDressedIn(a,b),  IsColorful(b)","IsWoman(c),  IsWearing(c,d),  IsColorful(d)",[],[],"[(' A woman', ' An Asian woman'), (' colorful clothing', ' An Asian woman'), (' a colorful outfit', ' colorful clothing')]","IsAsian(a) and IsDressedIn(a,b) and IsColorful(b)","IsWoman(c) and IsWearing(c,d) and IsColorful(d)","(exists b (forall a (IsAsian(a) and IsDressedIn(a,b) and IsColorful(b)))) -> (forall d (exists d (exists c (IsWoman(c) and IsWearing(c,d) and IsColorful(d)))))","(exists a (exists b (IsAsian(a) and IsDressedIn(a,b) and IsColorful(b)))) -> (exists c (exists d (IsWoman(c) and IsWearing(c,d) and IsColorful(d))))",LF
136,,1,"A woman in black reviews a message as she walks to work. Hence, the woman in black has a job."," ""A woman in black reviews a message while walking to work.""  "," ""The woman in black has a job.""","IsInBlack(a),  Reviews(b, a),  IsWalking(a, c)","IsInBlack(d),  HasJob(d)",[],[],"[(' The woman in black', ' A woman in black'), (' The woman in black', ' a message'), (' work', ' a job')]","IsInBlack(a) and Reviews(b, a) and IsWalking(a, c)",IsInBlack(d) and HasJob(d),"(forall b (forall a (IsInBlack(a) and Reviews(b, a) and IsWalking(a, c)))) -> (exists d (IsInBlack(d) and HasJob(d)))","(exists c (exists a (exists b (IsInBlack(a) and Reviews(b, a) and IsWalking(a, c))))) -> (exists d (IsInBlack(d) and HasJob(d)))",LF
137,,1,"A shirtless man rock climbs. As a consequence, a man is outside."," ""A shirtless man rock climbs.""  "," ""A man is outside.""","IsShirtless(a),  IsRockClimbing(a)",IsOutside(b),[],[],[],IsShirtless(a) and IsRockClimbing(a),IsOutside(b),(IsShirtless(a) and IsRockClimbing(a)) -> (IsOutside(b)),(exists a (IsShirtless(a) and IsRockClimbing(a))) -> (exists b (IsOutside(b))),LF
138,,1,"A man wearing a kilt has thrown a large pole. Therefore, a man is wearing a skirt."," ""A man wearing a kilt has thrown a large pole.""  "," ""A man is wearing a skirt.""","IsWearingKilt(a),  HasThrown(b)",IsWearingSkirt(c),[],[],[],IsWearingKilt(a) and HasThrown(b),IsWearingSkirt(c),(IsWearingKilt(a) and HasThrown(b)) -> (IsWearingSkirt(c)),(exists a (exists b (IsWearingKilt(a) and HasThrown(b)))) -> (exists c (IsWearingSkirt(c))),LF
139,,1,"A man in a blue t-shirt is taking a picture while a woman with an umbrella walks behind him. Consequently, a man is taking a picture outdoors while a woman walks behind him."," ""A man in a blue t-shirt is taking a picture outdoors.""  "," ""A woman is walking behind a man.""","IsInBlueTShirt(a),  IsTakingPicture(a, b),  IsOutdoors(c)","IsWalkingBehind(d, e)",[],[],"[(' outdoors', ' a man')]","IsInBlueTShirt(a) and IsTakingPicture(a, b) and IsOutdoors(c)","IsWalkingBehind(d, e)","(exists c (IsInBlueTShirt(a) and IsTakingPicture(a, b) and IsOutdoors(c))) -> (forall e (IsWalkingBehind(d, e)))","(exists c (exists a (exists b (IsInBlueTShirt(a) and IsTakingPicture(a, b) and IsOutdoors(c))))) -> (exists d (exists e (IsWalkingBehind(d, e))))",LF
140,,1,"A child and a parent or older sibling going for a hike. Consequently, two people are going for a hike."," ""A child and a parent or older sibling are going for a hike.""   "," ""Two people are going for a hike.""","IsChild(a),  IsParent(b),  IsOlderSibling(c),  IsGoingForAHike(a, b, c, d)",IsGoingForAHike(e),[],[],"[(' a parent', ' Two people'), (' older sibling', ' Two people')]","(IsChild(a) and (IsParent(b) or IsOlderSibling(c))) and IsGoingForAHike(a, b, c, d)",IsGoingForAHike(e),"(exists c (exists b ((IsChild(a) and (IsParent(b) or IsOlderSibling(c))) and IsGoingForAHike(a, b, c, d)))) -> (forall e (IsGoingForAHike(e)))","(exists c (exists d (exists a (exists b ((IsChild(a) and (IsParent(b) or IsOlderSibling(c))) and IsGoingForAHike(a, b, c, d)))))) -> (exists e (IsGoingForAHike(e)))",
141,,1,"Two kids in black trunks bouncing on a wet trampoline. Consequently, children play on trampolines outdoors."," ""Two kids in black trunks are bouncing on a wet trampoline.""  "," ""Children play on trampolines outdoors.""","IsInBlackTrunks(a),  IsBouncingOnTrampoline(a, c),  IsWet(c)","IsPlayingOnTrampolines(d, e),  IsOutdoors(f)",[],[],"[(' Children', ' Two kids'), (' wet trampoline', ' trampolines')]","IsInBlackTrunks(a) and IsBouncingOnTrampoline(a, c) and IsWet(c)","IsPlayingOnTrampolines(d, e) and IsOutdoors(f)","(exists c (forall a (IsInBlackTrunks(a) and IsBouncingOnTrampoline(a, c) and IsWet(c)))) -> (forall e (exists d (IsPlayingOnTrampolines(d, e) and IsOutdoors(f))))","(exists c (exists a (IsInBlackTrunks(a) and IsBouncingOnTrampoline(a, c) and IsWet(c)))) -> (exists d (exists e (exists f (IsPlayingOnTrampolines(d, e) and IsOutdoors(f)))))",LF
142,,1,"2 people with backpacks are at a table with a woman with a beige blazer sitting behind it. Thus, 2 people are at a table."," ""Two people with backpacks are at a table with a woman with a beige blazer.""  "," ""Two people are at a table.""","HasBackpack(a),  IsAtTable(a,b),  IsWearingBeigeBlazer(d,e)","IsAtTable(a,b)",[],"[(' Two people', ' Two people'), (' a table', ' a table')]","[(' Two people', ' a table'), (' Two people', ' a table'), (' beige blazer', ' a table')]","HasBackpack(a) and IsAtTable(a,b) and IsWearingBeigeBlazer(d,e)","IsAtTable(a,b)","(exists e (exists a (HasBackpack(a) and IsAtTable(a,b) and IsWearingBeigeBlazer(d,e)))) -> (exists a (forall b (IsAtTable(a,b))))","(exists d (exists a (exists b (exists e (HasBackpack(a) and IsAtTable(a,b) and IsWearingBeigeBlazer(d,e)))))) -> (exists a (exists b (IsAtTable(a,b))))",Valid
143,,1,"A group stands and watches two men, apparently dressed in some sort of costume, wrestle on the ground. It follows that there are people wrestling."," ""Two men are wrestling on the ground.""  "," ""There are people wrestling.""","IsWrestling(a),  IsOnGround(a, b)",IsWrestling(c),[],[],"[(' the ground', ' people')]","IsWrestling(a) and IsOnGround(a, b)",IsWrestling(c),"(exists b (IsWrestling(a) and IsOnGround(a, b))) -> (forall c (IsWrestling(c)))","(exists a (exists b (IsWrestling(a) and IsOnGround(a, b)))) -> (exists c (IsWrestling(c)))",Valid
144,,1,"two girls looking out the window at ""Hair at Hart."" Hence, two people look out a window."," ""Two girls look out the window at 'Hair at Hart.'""  "," ""Two people look out a window.""","IsLookingOut(a,b),  IsAbout(a,c)","IsLookingOut(d,e)",[],[],"[(' the window', ' Two people'), (' the window', ' a window')]","IsLookingOut(a,b) and IsAbout(a,c)","IsLookingOut(d,e)","(exists b (IsLookingOut(a,b) and IsAbout(a,c))) -> (forall e (forall d (IsLookingOut(d,e))))","(exists c (exists a (exists b (IsLookingOut(a,b) and IsAbout(a,c))))) -> (exists d (exists e (IsLookingOut(d,e))))",Valid
145,,1,"A man visiting a friend in the hospital. Therefore, a man in a hospital receives a visiting friend."," ""A man is visiting a friend in the hospital.""  "," ""A man in a hospital receives a visiting friend.""","IsVisiting(a, b),  IsInHospital(b)","IsInHospital(a),  ReceivesVisitingFriend(a, e)",[],"[(' A man', ' A man')]","[(' a visiting friend', ' a friend')]","IsVisiting(a, b) and IsInHospital(c)","IsInHospital(a) and ReceivesVisitingFriend(a, e)","(forall b (IsVisiting(a, b) and IsInHospital(c))) -> (exists e (IsInHospital(a) and ReceivesVisitingFriend(a, e)))","(exists c (exists a (exists b (IsVisiting(a, b) and IsInHospital(c))))) -> (exists a (exists e (IsInHospital(a) and ReceivesVisitingFriend(a, e))))",LF
146,,1,"A schoolgirl is jumping over a low hurdle. Consequently, a girl is jumping over a hurdle."," ""A schoolgirl is jumping over a low hurdle.""  "," ""A girl is jumping over a hurdle.""","IsJumping(a),  IsOver(b)","IsJumping(c),  IsOver(d)",[],[],"[(' A schoolgirl', ' A girl'), (' a low hurdle', ' a hurdle')]",IsJumping(a) and IsOver(b),IsJumping(c) and IsOver(d),(exists b (exists a (IsJumping(a) and IsOver(b)))) -> (forall d (forall c (IsJumping(c) and IsOver(d)))),(exists a (exists b (IsJumping(a) and IsOver(b)))) -> (exists c (exists d (IsJumping(c) and IsOver(d)))),Valid
147,,1,"Young Asian girl is sitting on the ground in rubble. Hence, the young Asian girl is outside in the rubble."," ""The young Asian girl is sitting on the ground in rubble.""  "," ""The young Asian girl is outside in the rubble.""","IsYoung(a),  IsAsian(a),  IsSittingOn(a, b),  IsInRubble(a, c)","IsYoung(a),  IsAsian(a),  IsOutside(a),  IsInRubble(a, d)",[],"[(' The young Asian girl', ' The young Asian girl')]","[(' the rubble', ' the ground'), (' the rubble', ' rubble')]","IsYoung(a) and IsAsian(a) and IsSittingOn(a, b) and IsInRubble(a, c)","IsYoung(a) and IsAsian(a) and IsOutside(a) and IsInRubble(a, d)","(forall c (forall b (IsYoung(a) and IsAsian(a) and IsSittingOn(a, b) and IsInRubble(a, c)))) -> (exists d (IsYoung(a) and IsAsian(a) and IsOutside(a) and IsInRubble(a, d)))","(exists c (exists a (exists b (IsYoung(a) and IsAsian(a) and IsSittingOn(a, b) and IsInRubble(a, c))))) -> (exists d (exists a (IsYoung(a) and IsAsian(a) and IsOutside(a) and IsInRubble(a, d))))",LF
148,,1,"A group of women sing together while wearing matching black dresses. Thus, there are women singing."," ""A group of women sing together while wearing matching black dresses.""  "," ""There are women singing.""  ","SingsTogether(a),  WearsMatchingBlackDresses(a)",Singing(c),[],[],"[(' women', ' A group of women'), (' matching black dresses', ' women')]",SingsTogether(a) and WearsMatchingBlackDresses(a),Singing(c),(forall a (SingsTogether(a) and WearsMatchingBlackDresses(a))) -> (exists c (Singing(c))),(exists a (SingsTogether(a) and WearsMatchingBlackDresses(a))) -> (exists c (Singing(c))),LF
149,,1,Two boys in running clothes stretching. This implies that the boys are stretching.," ""Two boys in running clothes are stretching.""  "," ""The boys are stretching.""","IsInRunningClothes(a),  AreStretching(a)",AreStretching(c),[],[],"[(' Two boys', ' The boys')]",IsInRunningClothes(a) and AreStretching(a),AreStretching(c),(exists a (IsInRunningClothes(a) and AreStretching(a))) -> (forall c (AreStretching(c))),(exists a (IsInRunningClothes(a) and AreStretching(a))) -> (exists c (AreStretching(c))),Valid
150,,1,A group of young men in a gym take turns scoring in basketball. This implies that guys are indoors.," ""A group of young men in a gym take turns scoring in basketball.""  "," ""Young men are indoors.""","IsYoungMenGroup(a),  IsInGym(a,b),  TakesTurnsScoring(a,c)","IsYoungMen(d),  IsIndoors(d)",[],[],"[(' Young men', ' A group of young men')]","IsYoungMenGroup(a) and IsInGym(a,b) and TakesTurnsScoring(a,c)",IsYoungMen(d) and IsIndoors(d),"(forall a (IsYoungMenGroup(a) and IsInGym(a,b) and TakesTurnsScoring(a,c))) -> (exists d (IsYoungMen(d) and IsIndoors(d)))","(exists c (exists a (exists b (IsYoungMenGroup(a) and IsInGym(a,b) and TakesTurnsScoring(a,c))))) -> (exists d (IsYoungMen(d) and IsIndoors(d)))",LF
151,,1,"An Eastern vendor sits by his stall with a rooster nearby. Consequently, a rooster near a vendor."," ""An Eastern vendor sits by his stall with a rooster nearby.""  "," ""A rooster is near a vendor.""","IsEastern(b),  SitsBy(b,c),  IsNearby(a,c)","IsNearby(a,d)",[],"[(' a rooster', ' A rooster')]","[(' his stall', ' a vendor')]","IsEastern(b) and SitsBy(b,c) and IsNearby(a,c)","IsNearby(a,d)","(exists c (IsEastern(b) and SitsBy(b,c) and IsNearby(a,c))) -> (forall d (IsNearby(a,d)))","(exists c (exists a (exists b (IsEastern(b) and SitsBy(b,c) and IsNearby(a,c))))) -> (exists d (exists a (IsNearby(a,d))))",Valid
152,,1,"A bird is perched on a tree branch. Thus, a bird is perching in a tree."," ""A bird is perched on a tree branch.""  "," ""A bird is perching in a tree.""","IsPerchedOn(a, b)","IsPerching(a, c)",[],"[(' A bird', ' A bird')]","[(' a tree branch', ' a tree')]","IsPerchedOn(a, b)","IsPerching(a, c)","(exists b (IsPerchedOn(a, b))) -> (forall c (IsPerching(a, c)))","(exists a (exists b (IsPerchedOn(a, b)))) -> (exists c (exists a (IsPerching(a, c))))",LF
153,,1,"A man in an overcoat putting on his gloves at a subway station. Therefore, a person is in the subway station."," ""A man in an overcoat is putting on his gloves at a subway station.""  "," ""A person is in the subway station.""","IsInOvercoat(a),  IsPuttingOn(b,a),  IsAt(c,a)","IsIn(e,d)",[],[],[],"IsInOvercoat(a) and IsPuttingOn(b,a) and IsAt(c,a)","IsIn(e,d)","(IsInOvercoat(a) and IsPuttingOn(b,a) and IsAt(c,a)) -> (IsIn(e,d))","(exists c (exists a (exists b (IsInOvercoat(a) and IsPuttingOn(b,a) and IsAt(c,a))))) -> (exists d (exists e (IsIn(e,d))))",LF
154,,1,"Person with umbrella observes flooded streets with cars in the water. Consequently, a person is outside."," ""A person with an umbrella observes flooded streets with cars in the water.""  "," ""A person is outside.""","IsWithUmbrella(a),  Observes(a, b),  IsFlooded(b),  IsInWater(c, d)",IsOutside(e),[],[],[],"IsWithUmbrella(a) and Observes(a, b) and IsFlooded(b) and IsInWater(c, d)",IsOutside(e),"(IsWithUmbrella(a) and Observes(a, b) and IsFlooded(b) and IsInWater(c, d)) -> (IsOutside(e))","(exists c (exists d (exists a (exists b (IsWithUmbrella(a) and Observes(a, b) and IsFlooded(b) and IsInWater(c, d)))))) -> (exists e (IsOutside(e)))",LF
155,,1,A group of people are camping out on some rocks. This implies that people are outdoors.," ""A group of people is camping out on some rocks.""  "," ""People are outdoors.""","IsCampingOut(a, b)",IsOutdoors(c),[],[],"[(' People', ' A group of people')]","IsCampingOut(a, b)",IsOutdoors(c),"(forall a (IsCampingOut(a, b))) -> (exists c (IsOutdoors(c)))","(exists a (exists b (IsCampingOut(a, b)))) -> (exists c (IsOutdoors(c)))",LF
156,,1,A choir made up of varying ages of people are performing. This implies that the choir is singing.," ""A choir made up of varying ages of people is performing.""  "," ""The choir is singing.""","IsMadeUpOf(a, b),  IsPerforming(a)",IsSinging(d),[],[],"[(' The choir', ' A choir'), (' The choir', ' varying ages')]","IsMadeUpOf(a, b) and IsPerforming(a)",IsSinging(d),"(forall b (forall a (IsMadeUpOf(a, b) and IsPerforming(a)))) -> (exists d (IsSinging(d)))","(exists a (exists b (IsMadeUpOf(a, b) and IsPerforming(a)))) -> (exists d (IsSinging(d)))",LF
157,,1,A man scales a rock climbing wall. It follows that a man rock climbing.," ""A man scales a rock climbing wall.""  "," ""A man is rock climbing.""","Scales(a,b)",IsRockClimbing(a),[],"[(' A man', ' A man')]",[],"Scales(a,b)",IsRockClimbing(a),"(Scales(a,b)) -> (IsRockClimbing(a))","(exists a (exists b (Scales(a,b)))) -> (exists a (IsRockClimbing(a)))",LF
158,,1,"A little white dog runs outside, their ears blown back in the wind. It follows that there is an animal outside."," ""A little white dog runs outside.""  "," ""There is an animal outside.""","IsLittle(a),  IsWhite(a),  Runs(a),  IsOutside(b)","IsAnimal(c),  IsOutside(c)",[],[],"[(' A little white dog', ' an animal')]",IsLittle(a) and IsWhite(a) and Runs(a) and IsOutside(b),IsAnimal(c) and IsOutside(c),(exists a (IsLittle(a) and IsWhite(a) and Runs(a) and IsOutside(b))) -> (forall c (IsAnimal(c) and IsOutside(c))),(exists a (exists b (IsLittle(a) and IsWhite(a) and Runs(a) and IsOutside(b)))) -> (exists c (IsAnimal(c) and IsOutside(c))),LF
159,,1,"A bearded man sits near a white van. As a consequence, a man sitting outside near a van."," ""A bearded man sits near a white van.""  "," ""A man sits outside near a van.""","IsBearded(a),  SitsNear(a, b),  IsWhiteVan(b)","IsMan(c),  SitsOutside(c),  SitsNear(c, d)",[],[],"[(' a white van', ' a van')]","IsBearded(a) and SitsNear(a, b) and IsWhiteVan(b)","IsMan(c) and SitsOutside(c) and SitsNear(c, d)","(exists b (IsBearded(a) and SitsNear(a, b) and IsWhiteVan(b))) -> (forall d (IsMan(c) and SitsOutside(c) and SitsNear(c, d)))","(exists a (exists b (IsBearded(a) and SitsNear(a, b) and IsWhiteVan(b)))) -> (exists c (exists d (IsMan(c) and SitsOutside(c) and SitsNear(c, d))))",LF
160,,1,"Two children wearing hooded tops laughing with each other. Thus, children laugh."," ""Two children wearing hooded tops are laughing with each other.""  "," ""Children laugh.""","IsWearing(b, a),  IsLaughing(a)",IsLaughing(c),[],[],"[(' Two children', ' Children')]","IsWearing(b, a) and IsLaughing(a)",IsLaughing(c),"(exists a (IsWearing(b, a) and IsLaughing(a))) -> (forall c (IsLaughing(c)))","(exists a (exists b (IsWearing(b, a) and IsLaughing(a)))) -> (exists c (IsLaughing(c)))",Valid
161,,1,"A man in glasses in a basement. Thus, the basement has a man in it."," ""A man in glasses is in a basement.""  "," ""The basement has a man in it.""","IsInGlasses(b),  IsInBasement(b)","IsInBasement(c),  HasMan(a)",[],"[(' a basement', ' The basement')]",[],IsInGlasses(b) and IsInBasement(b),HasMan(a) and IsInBasement(c),(IsInGlasses(b) and IsInBasement(b)) -> (HasMan(a) and IsInBasement(c)),(exists b (IsInGlasses(b) and IsInBasement(b))) -> (exists c (exists a (HasMan(a) and IsInBasement(c)))),LF
