,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
20,false dilemma,0,"Global warming is not even the obvious top environmental threat . Dirty water , dirty air
and insect-borne diseases are a far greater problem today for most people world-wide ."," ""Dirty water, dirty air, and insect-borne diseases are a greater problem today for most people worldwide."""," ""Global warming is not the top environmental threat.""","IsDirty(a),  IsDirty(b),  IsInsectBorne(c),  IsAProblemFor(d)","IsNotTopThreat(e),  IsEnvironmentalThreat(f)","[('  IsDirty(b)', '  IsEnvironmentalThreat(f)'), ('  IsAProblemFor(d)', '  IsEnvironmentalThreat(f)')]",[],"[(' Dirty water', ' environmental threat'), (' dirty air', ' environmental threat')]",(IsDirty(a) and IsDirty(b) and IsInsectBorne(c)) and IsAProblemFor(d),IsNotTopThreat(e) and IsEnvironmentalThreat(f),(exists b (exists a ((IsDirty(a) and IsDirty(b) and IsInsectBorne(c)) and IsAProblemFor(d))) & (forall f (forall b (  IsDirty(b) ->   IsEnvironmentalThreat(f)))) & (forall f (forall d (  IsAProblemFor(d) ->   IsEnvironmentalThreat(f))))) -> (forall f (IsNotTopThreat(e) and IsEnvironmentalThreat(f))),(exists a (exists c (exists d (exists b ((IsDirty(a) and IsDirty(b) and IsInsectBorne(c)) and IsAProblemFor(d))))) & (forall h (forall g (  IsDirty(g) ->   IsEnvironmentalThreat(h)))) & (forall i (forall j (  IsAProblemFor(i) ->   IsEnvironmentalThreat(j))))) -> (exists e (exists f (IsNotTopThreat(e) and IsEnvironmentalThreat(f)))),
21,ad hominem,0,"And for the media it ’ s ideology , money , and headlines ."," The media is influenced by ideology, money, and headlines.  "," The media operates based on ideology, money, and headlines.","IsInfluencedBy(a, b),  IsInfluencedBy(a, c),  IsInfluencedBy(a, d)","OperatesBasedOn(a, b),  OperatesBasedOn(a, c),  OperatesBasedOn(a, d)","[('IsInfluencedBy(a, b)', 'OperatesBasedOn(a, b)'), ('OperatesBasedOn(a, b)', 'IsInfluencedBy(a, b)'), ('  IsInfluencedBy(a, c)', '  OperatesBasedOn(a, c)'), ('  OperatesBasedOn(a, c)', '  IsInfluencedBy(a, c)'), ('  OperatesBasedOn(a, d)', '  IsInfluencedBy(a, c)'), ('  OperatesBasedOn(a, c)', '  IsInfluencedBy(a, d)'), ('  IsInfluencedBy(a, d)', '  OperatesBasedOn(a, d)'), ('  OperatesBasedOn(a, d)', '  IsInfluencedBy(a, d)')]","[(' The media', ' The media'), (' ideology', ' ideology'), (' money', ' money'), (' headlines', ' headlines')]","[(' headlines', ' The media')]","IsInfluencedBy(a, b) and IsInfluencedBy(a, c) and IsInfluencedBy(a, d)","OperatesBasedOn(a, b) and OperatesBasedOn(a, c) and OperatesBasedOn(a, d)","(exists d (IsInfluencedBy(a, b) and IsInfluencedBy(a, c) and IsInfluencedBy(a, d)) & (forall a (forall b (IsInfluencedBy(a, b) -> OperatesBasedOn(a, b)))) & (forall a (forall b (OperatesBasedOn(a, b) -> IsInfluencedBy(a, b)))) & (forall a (forall c (  IsInfluencedBy(a, c) ->   OperatesBasedOn(a, c)))) & (forall a (forall c (  OperatesBasedOn(a, c) ->   IsInfluencedBy(a, c)))) & (forall a (forall c (forall d (  OperatesBasedOn(a, d) ->   IsInfluencedBy(a, c))))) & (forall a (forall c (forall d (  OperatesBasedOn(a, c) ->   IsInfluencedBy(a, d))))) & (forall a (forall d (  IsInfluencedBy(a, d) ->   OperatesBasedOn(a, d)))) & (forall a (forall d (  OperatesBasedOn(a, d) ->   IsInfluencedBy(a, d))))) -> (exists d (forall a (OperatesBasedOn(a, b) and OperatesBasedOn(a, c) and OperatesBasedOn(a, d))))","(exists a (exists c (exists d (exists b (IsInfluencedBy(a, b) and IsInfluencedBy(a, c) and IsInfluencedBy(a, d))))) & (forall e (forall f (IsInfluencedBy(e,f) -> OperatesBasedOn(e,f)))) & (forall h (forall g (OperatesBasedOn(g,h) -> IsInfluencedBy(g,h)))) & (forall i (forall j (  IsInfluencedBy(i,j) ->   OperatesBasedOn(i,j)))) & (forall l (forall k (  OperatesBasedOn(k,l) ->   IsInfluencedBy(k,l)))) & (forall o (forall n (forall m (  OperatesBasedOn(m,n) ->   IsInfluencedBy(m,o))))) & (forall p (forall q (forall r (  OperatesBasedOn(p,q) ->   IsInfluencedBy(p,r))))) & (forall s (forall t (  IsInfluencedBy(s,t) ->   OperatesBasedOn(s,t)))) & (forall u (forall v (  OperatesBasedOn(u,v) ->   IsInfluencedBy(u,v))))) -> (exists a (exists c (exists d (exists b (OperatesBasedOn(a, b) and OperatesBasedOn(a, c) and OperatesBasedOn(a, d))))))",Valid
22,faulty generalization,0,"The Earth has experienced five mass extinctions before the one we are living through now , each so complete a slate-wiping of the evolutionary record it functioned as a resetting of the planetary clock , and many climate scientists will tell you they are the best analog for the ecological future we are diving headlong into .", The Earth has experienced five mass extinctions before the current one., The ecological future we are diving into is analogous to previous mass extinctions.,"HasExperienced(a, b)","IsAnalogousTo(d, e)",[],[],"[(' five mass extinctions', ' previous mass extinctions')]","HasExperienced(a, b)","IsAnalogousTo(d, e)","(exists b (HasExperienced(a, b))) -> (forall e (IsAnalogousTo(d, e)))","(exists a (exists b (HasExperienced(a, b)))) -> (exists e (exists d (IsAnalogousTo(d, e))))",LF
23,intentional,0,"The highest record temperature ever reported was 136 degrees Fahrenheit in Libya in 1922 . The record high temperature for the United States was 134 degrees Fahrenheit in Death Valley , California in 1913 . Fossil fuel emissions in 1913 and 1922 were negligible compared to today ."," The highest record temperature was 136 degrees Fahrenheit in Libya in 1922 and 134 degrees Fahrenheit in Death Valley, California in 1913. Fossil fuel emissions in 1913 and 1922 were negligible compared to today.", High temperatures are not caused by today's fossil fuel emissions.,"IsIn(b, 1922),  IsIn(a, 1922),  IsIn(c, 1913),  IsIn(a, 1913),  IsNegligible(e, 1913),  IsNegligible(e, 1922),  IsComparedTo(e, f)","AreNotCausedBy(g, h)",[],[],"[(' Highest record temperature', ' High temperatures'), (' fossil fuel emissions', "" today's fossil fuel emissions"")]","(IsIn(b, 1922) and IsIn(a, 1922) and IsIn(c, 1913) and IsIn(a, 1913) and IsNegligible(e, 1913) and IsNegligible(e, 1922)) and IsComparedTo(e, f)","~AreNotCausedBy(g, h)","(exists e (exists a ((IsIn(b, 1922) and IsIn(a, 1922) and IsIn(c, 1913) and IsIn(a, 1913) and IsNegligible(e, 1913) and IsNegligible(e, 1922)) and IsComparedTo(e, f)))) -> (forall h (forall g (~AreNotCausedBy(g, h))))","(exists c (exists b (exists e (exists f (exists a ((IsIn(b, 1922) and IsIn(a, 1922) and IsIn(c, 1913) and IsIn(a, 1913) and IsNegligible(e, 1913) and IsNegligible(e, 1922)) and IsComparedTo(e, f))))))) -> (exists h (exists g (~AreNotCausedBy(g, h))))",
24,intentional,0,"In the very year they had forecast that the Arctic would be “ ice free ” , its thickness increased by a third . Polar bear numbers are rising , not falling . Temperatures in Greenland have shown no increase for decades .", The Arctic ice thickness increased by a third. Polar bear numbers are rising. Temperatures in Greenland have shown no increase for decades., The Arctic is not experiencing the predicted effects of climate change.,"Increased(a),  AreRising(b),  HaveShownNoIncrease(c)","IsNotExperiencing(d, e)","[('IsNotExperiencing(d, e)', '  HaveShownNoIncrease(c)')]",[],"[(' The Arctic ice thickness', ' The Arctic'), (' Temperatures in Greenland', ' The Arctic')]",Increased(a) and AreRising(b) and HaveShownNoIncrease(c),"IsNotExperiencing(d, e)","(exists c (exists a (Increased(a) and AreRising(b) and HaveShownNoIncrease(c))) & (forall e (forall c (forall d (IsNotExperiencing(d, e) ->   HaveShownNoIncrease(c)))))) -> (forall d (IsNotExperiencing(d, e)))","(exists a (exists c (exists b (Increased(a) and AreRising(b) and HaveShownNoIncrease(c)))) & (forall h (forall f (forall g (IsNotExperiencing(f,g) ->   HaveShownNoIncrease(h)))))) -> (exists e (exists d (IsNotExperiencing(d, e))))",LF
25,fallacy of extension,0,"Why , between 2009 and 2014 , did Defra spend a whopping £12.5 million on an ocean acidification research programme when the issue could have been resolved , for next to nothing , after a few hours ’ basic research ?", Defra spent £12.5 million on an ocean acidification research programme between 2009 and 2014., The issue of ocean acidification could have been resolved after basic research.,"SpentOnResearch(a, b)","ResolvedAfterResearch(c, d)",[],[],"[(' ocean acidification research programme', ' basic research')]","SpentOnResearch(a, b)","ResolvedAfterResearch(c, d)","(exists b (SpentOnResearch(a, b))) -> (forall d (ResolvedAfterResearch(c, d)))","(exists a (exists b (SpentOnResearch(a, b)))) -> (exists c (exists d (ResolvedAfterResearch(c, d))))",LF
26,faulty generalization,0,"For decades , most scientists saw climate change as a distant prospect .", Most scientists saw climate change as a distant prospect for decades.  , Climate change was not considered an immediate concern by most scientists.,"SawClimateChangeAsDistantProspect(a, b, c),  InDecades(c, d)","ConsideredImmediateConcern(a, b)",[],"[(' Most scientists', ' most scientists'), (' climate change', ' Climate change')]",[],"SawClimateChangeAsDistantProspect(a, b, c) and InDecades(c, d)","~ConsideredImmediateConcern(a, b)","(SawClimateChangeAsDistantProspect(a, b, c) and InDecades(c, d)) -> (~ConsideredImmediateConcern(a, b))","(exists a (exists c (exists d (exists b (SawClimateChangeAsDistantProspect(a, b, c) and InDecades(c, d)))))) -> (exists a (exists b (~ConsideredImmediateConcern(a, b))))",LF
27,appeal to emotion,0,"If your anxiety about global warming is dominated by fears of sea-level rise , you are barely scratching the surface of what terrors are possible , even within the lifetime of a teenager today ."," ""Anxiety about global warming includes fears of sea-level rise.""  "," ""Worse terrors than sea-level rise are possible within the lifetime of a teenager today.""","IncludesFears(b, d),  IsAbout(b, c),  IsOfRise(d, a)","AreWorseThan(a),  IsWithinLifetime(e, f)",[],"[(' sea-level rise', ' Sea-level rise')]",[],"IsAbout(b, c) and IncludesFears(b, d) and IsOfRise(d, a)","AreWorseThan(a) and IsWithinLifetime(e, f)","(IsAbout(b, c) and IncludesFears(b, d) and IsOfRise(d, a)) -> (AreWorseThan(a) and IsWithinLifetime(e, f))","(exists a (exists c (exists d (exists b (IsAbout(b, c) and IncludesFears(b, d) and IsOfRise(d, a)))))) -> (exists a (exists f (exists e (AreWorseThan(a) and IsWithinLifetime(e, f)))))",LF
28,intentional,0,"Skeptics have long pointed to ice gain in the Southern Hemisphere as evidence climate change wasn ’ t occurring , but scientists warned that it was caused by natural variations and circulations in the atmosphere ."," ""There is ice gain in the Southern Hemisphere."""," ""Climate change is occurring.""",IsInSouthernHemisphere(a),IsOccurring(c),[],[],[],IsInSouthernHemisphere(a),IsOccurring(c),(IsInSouthernHemisphere(a)) -> (IsOccurring(c)),(exists a (IsInSouthernHemisphere(a))) -> (exists c (IsOccurring(c))),LF
29,intentional,0,"Furthermore , the overall increases in such things as hurricanes and tornadoes have not materialized . Drought in the western U.S. pales in comparison to the mega-droughts tree rings tell us existed in centuries past . Lake-bottom sediments in Florida tell us that recent major hurricane activity in the Gulf of Mexico has been less frequent than in centuries past . Strong Sandy-type storms occur every year in all the major ocean basins… they just don ’ t happen to hit major metropolitan areas .", Overall increases in hurricanes and tornadoes have not materialized.  , Recent major hurricane activity is less frequent than in centuries past.,"Increased(a),  Increased(b),  HaveNotMaterialized(a),  HaveNotMaterialized(b)","IsRecent(c),  IsMajor(c),  IsHurricaneActivity(c),  IsLessFrequent(c)","[('Increased(a)', 'IsRecent(c)'), ('Increased(a)', '  IsMajor(c)'), ('Increased(a)', '  IsHurricaneActivity(c)'), ('  IsHurricaneActivity(c)', 'Increased(a)'), ('  Increased(b)', 'IsRecent(c)'), ('  HaveNotMaterialized(a)', '  IsLessFrequent(c)'), ('  HaveNotMaterialized(b)', '  IsLessFrequent(c)')]",[],[],Increased(a) or Increased(b) and (HaveNotMaterialized(a) and HaveNotMaterialized(b)),IsRecent(c) and IsMajor(c) and IsHurricaneActivity(c) and IsLessFrequent(c),(Increased(a) or Increased(b) and (HaveNotMaterialized(a) and HaveNotMaterialized(b)) & (forall a (forall c (Increased(a) -> IsRecent(c)))) & (forall a (forall c (Increased(a) ->   IsMajor(c)))) & (forall a (forall c (Increased(a) ->   IsHurricaneActivity(c)))) & (forall a (forall c (  IsHurricaneActivity(c) -> Increased(a)))) & (forall c (forall b (  Increased(b) -> IsRecent(c)))) & (forall a (forall c (  HaveNotMaterialized(a) ->   IsLessFrequent(c)))) & (forall c (forall b (  HaveNotMaterialized(b) ->   IsLessFrequent(c))))) -> (IsRecent(c) and IsMajor(c) and IsHurricaneActivity(c) and IsLessFrequent(c)),(exists a (exists b (Increased(a) or Increased(b) and (HaveNotMaterialized(a) and HaveNotMaterialized(b)))) & (forall e (forall d (Increased(d) -> IsRecent(e)))) & (forall f (forall g (Increased(f) ->   IsMajor(g)))) & (forall i (forall h (Increased(h) ->   IsHurricaneActivity(i)))) & (forall j (forall k (  IsHurricaneActivity(j) -> Increased(k)))) & (forall l (forall m (  Increased(l) -> IsRecent(m)))) & (forall o (forall n (  HaveNotMaterialized(n) ->   IsLessFrequent(o)))) & (forall p (forall q (  HaveNotMaterialized(p) ->   IsLessFrequent(q))))) -> (exists c (IsRecent(c) and IsMajor(c) and IsHurricaneActivity(c) and IsLessFrequent(c))),LF
30,ad hominem,0,Should we trust these computer models of doom ?, Computer models predict doom.  , We should not trust computer models.,PredictDoom(a),ShouldNotTrust(a),"[('PredictDoom(a)', 'ShouldNotTrust(a)'), ('ShouldNotTrust(a)', 'PredictDoom(a)')]","[(' Computer models', ' Computer models')]",[],PredictDoom(a),ShouldNotTrust(a),(PredictDoom(a) & (forall a (PredictDoom(a) -> ShouldNotTrust(a))) & (forall a (ShouldNotTrust(a) -> PredictDoom(a)))) -> (ShouldNotTrust(a)),(exists a (PredictDoom(a)) & (forall b (PredictDoom(b) -> ShouldNotTrust(b))) & (forall c (ShouldNotTrust(c) -> PredictDoom(c)))) -> (exists a (ShouldNotTrust(a))),Valid
31,false causality,0,"The rise in Arctic temperatures is probably also tied to a sudden warming of the stratosphere , the atmospheric layer about 30,000 feet high — above where most weather happens — that occurred several weeks ago , Moore said .", The rise in Arctic temperatures is tied to a sudden warming of the stratosphere., Arctic temperatures will continue to rise.,"IsRising(a),  IsSuddenlyWarmed(b),  IsTied(a, b)",IsRising(a),[],"[(' Arctic temperatures', ' Arctic temperatures')]",[],"IsRising(a) and IsSuddenlyWarmed(b) and IsTied(a, b)",IsRising(a),"(IsRising(a) and IsSuddenlyWarmed(b) and IsTied(a, b)) -> (IsRising(a))","(exists a (exists b (IsRising(a) and IsSuddenlyWarmed(b) and IsTied(a, b)))) -> (exists a (IsRising(a)))",Valid
32,false dilemma,0,The World Coal Association disputed the conclusion that stopping global warming calls for an end of coal use ., The World Coal Association disputed the conclusion to end coal use to stop global warming.  , Stopping global warming does not require an end of coal use.,"Disputed(c, d),  Ends(a),  Stops(b)","Stops(b),  RequiresEnd(a)","[('  Ends(a)', 'Stops(b)'), ('  Ends(a)', '  RequiresEnd(a)'), ('  RequiresEnd(a)', '  Ends(a)'), ('  RequiresEnd(a)', '  Stops(b)')]","[(' coal use', ' coal use'), (' global warming', ' Global warming')]",[],"Disputed(c, d) and (Ends(a) and Stops(b))",Stops(b) and ~RequiresEnd(a),"(Disputed(c, d) and (Ends(a) and Stops(b)) & (forall a (forall b (  Ends(a) -> Stops(b)))) & (forall a (  Ends(a) ->   RequiresEnd(a))) & (forall a (  RequiresEnd(a) ->   Ends(a))) & (forall a (forall b (  RequiresEnd(a) ->   Stops(b))))) -> (Stops(b) and ~RequiresEnd(a))","(exists a (exists c (exists d (exists b (Disputed(c, d) and (Ends(a) and Stops(b)))))) & (forall f (forall g (  Ends(f) -> Stops(g)))) & (forall h (  Ends(h) ->   RequiresEnd(h))) & (forall i (  RequiresEnd(i) ->   Ends(i))) & (forall j (forall k (  RequiresEnd(j) ->   Stops(k))))) -> (exists a (exists b (Stops(b) and ~RequiresEnd(a))))",LF
33,fallacy of logic,0,The problem with this ploy is that carbon dioxide is not a pollutant and it is dishonest to say it is .," ""Carbon dioxide is not a pollutant."""," ""It is dishonest to say carbon dioxide is a pollutant.""",IsNotPollutant(a),IsPollutant(a),[],"[(' Carbon dioxide', ' Carbon dioxide'), (' Carbon dioxide', ' a pollutant'), (' a pollutant', ' pollutant')]","[(' Carbon dioxide', ' pollutant')]",~IsNotPollutant(a),~IsPollutant(a),(exists a (~IsNotPollutant(a))) -> (forall a (~IsPollutant(a))),(exists a (~IsNotPollutant(a))) -> (exists a (~IsPollutant(a))),LF
34,appeal to emotion,0,"“ It ’ s sobering to think of this magnificent landscape and how fundamentally it can change over a relatively short time period , ” he added .", The magnificent landscape can change fundamentally over a relatively short time period., The landscape is changing fundamentally.,"IsMagnificent(a),  CanChangeFundamentally(a),  IsRelativelyShort(b)",IsChangingFundamentally(a),"[('IsMagnificent(a)', 'IsChangingFundamentally(a)'), ('IsChangingFundamentally(a)', 'IsMagnificent(a)'), ('  CanChangeFundamentally(a)', 'IsChangingFundamentally(a)'), ('IsChangingFundamentally(a)', '  CanChangeFundamentally(a)')]","[(' The landscape', ' The magnificent landscape')]",[],IsMagnificent(a) and CanChangeFundamentally(a) and IsRelativelyShort(b),IsChangingFundamentally(a),(IsMagnificent(a) and CanChangeFundamentally(a) and IsRelativelyShort(b) & (forall a (IsMagnificent(a) -> IsChangingFundamentally(a))) & (forall a (IsChangingFundamentally(a) -> IsMagnificent(a))) & (forall a (  CanChangeFundamentally(a) -> IsChangingFundamentally(a))) & (forall a (IsChangingFundamentally(a) ->   CanChangeFundamentally(a)))) -> (IsChangingFundamentally(a)),(exists a (exists b (IsMagnificent(a) and CanChangeFundamentally(a) and IsRelativelyShort(b))) & (forall d (IsMagnificent(d) -> IsChangingFundamentally(d))) & (forall e (IsChangingFundamentally(e) -> IsMagnificent(e))) & (forall f (  CanChangeFundamentally(f) -> IsChangingFundamentally(f))) & (forall g (IsChangingFundamentally(g) ->   CanChangeFundamentally(g)))) -> (exists a (IsChangingFundamentally(a))),Valid
