,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
166,,1,"A man wearing a black cap is suspended in the air on a swing, as children are swinging on a swing set. Hence, a man in a black hat is swinging with some children."," ""A man in a black hat is swinging with some children."""," ""A man in a black hat is suspended in the air on a swing."""," IsInBlackHat(a),  IsSwinging(a)"," IsSuspendedInAir(a),  IsOnASwing(a)",[],"[('', '')]",[],IsInBlackHat(a) and IsSwinging(a),IsSuspendedInAir(a) and IsOnASwing(a),(IsInBlackHat(a) and IsSwinging(a)) -> (IsSuspendedInAir(a) and IsOnASwing(a)),(exists a (IsInBlackHat(a) and IsSwinging(a))) -> (exists a (IsSuspendedInAir(a) and IsOnASwing(a))),LF
167,,1,"A man with a blue, collared shirt sits in front of another man. This implies that a man sits in front of another man."," ""A man with a blue, collared shirt sits in front of another man."""," ""A man sits in front of another man.""", IsInBlueCollaredShirt(a), IsSittedInFrontOf(a),[],"[('', '')]",[],"IsInFrontOf(a,b)",IsSittedInFrontOf(a),"(IsInFrontOf(a,b)) -> (IsSittedInFrontOf(a))","(exists b (exists a (IsInFrontOf(a,b)))) -> (exists a (IsSittedInFrontOf(a)))",LF
168,,1,"A young man in an orange shirt, maneuvers a skateboard at the top of a ramp. Therefore, a person rides a skateboard."," ""A young man in an orange shirt rides a skateboard."""," ""A person rides a skateboard."""," IsInOrangeShirt(b),  IsRidesSkateboard(a)", IsRidesSkateboard(a),[],"[(' skateboard', ' skateboard')]",[],IsInOrangeShirt(b) and IsRidesSkateboard(a),IsRidesSkateboard(d),(IsInOrangeShirt(b) and IsRidesSkateboard(a)) -> (IsRidesSkateboard(d)),(exists a (exists b (IsInOrangeShirt(b) and IsRidesSkateboard(a)))) -> (exists d (IsRidesSkateboard(d))),Valid
169,,1,"A large group of people walking in a busy city at night. Consequently, people are walking a city."," ""A large group of people walk in a busy city at night."""," ""People walk in a city."""," IsLarge(a),  IsBusy(b),  IsNight(c)"," IsWalk(d),  IsCity(e)",[],[],"[(' A large group of people', ' People'), (' city', ' A large group of people'), (' People', ' busy city'), (' busy city', ' city')]",IsLarge(a) and IsBusy(b) and IsNight(c),IsWalk(d) and IsCity(e),(forall b (forall a (exists a (IsLarge(a) and IsBusy(b) and IsNight(c))))) -> (forall e (exists e (forall d (IsWalk(d) and IsCity(e))))),(exists b (exists c (exists a (IsLarge(a) and IsBusy(b) and IsNight(c))))) -> (exists e (exists d (IsWalk(d) and IsCity(e)))),LF
170,,1,"A group of people are walking by a van. Therefore, some people outdoors."," ""A group of people are walking by a van."""," ""Some people are outdoors."""," IsWalking(a),  IsBy(a,b)", IsOutdoors(c),[],[],"[(' Some people', ' A group of people')]","IsWalking(a) and IsBy(a,b)",IsOutdoors(c),"(forall a (IsWalking(a) and IsBy(a,b))) -> (exists c (IsOutdoors(c)))","(exists b (exists a (IsWalking(a) and IsBy(a,b)))) -> (exists c (IsOutdoors(c)))",LF
171,,1,"A white and a black dog fighting in a fenced in room. As a consequence, the dogs are fighting."," ""A white dog is fighting a black dog."""," ""Dogs are fighting in a fenced in room."""," IsWhite(a),  IsFighting(b)", IsFighting(c),[],[],"[(' White dog', ' Dogs'), (' black dog', ' Dogs')]",IsWhite(a) and IsFighting(b),IsFighting(c) or IsInFencedInRoom(d),(exists b (exists a (IsWhite(a) and IsFighting(b)))) -> (forall c (IsFighting(c) or IsInFencedInRoom(d))),(exists b (exists a (IsWhite(a) and IsFighting(b)))) -> (exists d (exists c (IsFighting(c) or IsInFencedInRoom(d)))),Valid
172,,1,"A white greyhound dog wearing a muzzle runs around a track. Hence, the dog is racing other dogs."," ""A white greyhound dog wears a muzzle and runs around a track."""," ""The dog is racing other dogs."""," IsWhite(a),  WearsMuzzle(a),  RunsAroundTrack(a)", IsRacing(a),[],"[('', '')]",[],IsWhite(a) and (WearsMuzzle(a) and RunsAroundTrack(a)),IsRacing(a),(IsWhite(a) and (WearsMuzzle(a) and RunsAroundTrack(a))) -> (IsRacing(a)),(exists a (IsWhite(a) and (WearsMuzzle(a) and RunsAroundTrack(a)))) -> (exists a (IsRacing(a))),LF
173,,1,The pitcher is pitching the ball in a game of baseball. It follows that the pitcher throws the ball.," ""The pitcher is pitching the ball."""," ""The pitcher throws the ball.""", IsPitching(a), IsThrown(a),[],"[(' The pitcher', ' The pitcher'), (' ball', ' ball')]",[],IsPitching(a) and IsBall(b),IsThrown(a),(IsPitching(a) and IsBall(b)) -> (IsThrown(a)),(exists b (exists a (IsPitching(a) and IsBall(b)))) -> (exists a (IsThrown(a))),LF
174,,1,"Girl in a red coat, blue head wrap and jeans is making a snow angel. As a consequence, a girl outside plays in the snow."," ""A girl in a red coat, blue head wrap, and jeans is making a snow angel."""," ""A girl outside plays in the snow."""," IsInRedCoat(a),   IsInBlueHeadWrap(c),   IsInJeans(d)"," IsOutside(g),  IsInSnow(h)",[],[],"[(' Girl', ' A girl'), (' red coat', ' outside'), (' blue head wrap', ' outside'), (' snow angel', ' snow')]",(IsInRedCoat(a) and IsInBlueHeadWrap(c)) and IsMakingSnowAngel(e),IsOutside(g) and IsInSnow(h),(exists e (exists c ((IsInRedCoat(a) and IsInBlueHeadWrap(c)) and IsMakingSnowAngel(e)))) -> (forall h (forall g (IsOutside(g) and IsInSnow(h)))),(exists e (exists c (exists a ((IsInRedCoat(a) and IsInBlueHeadWrap(c)) and IsMakingSnowAngel(e))))) -> (exists g (exists h (IsOutside(g) and IsInSnow(h)))),
175,,1,"Men in an office with computers and a projector screen. Consequently, there are computers and a projector screen in the room."," ""Men are in an office with computers and a projector screen."""," ""There are computers and a projector screen in the room."""," IsInOffice(c),  HasComputers(a),  HasProjectorScreen(b)"," IsInRoom(e),  HasComputers(a),  HasProjectorScreen(b)",[],"[(' computers', ' computers'), (' projector screen', ' projector screen')]",[],IsInOffice(c) and (HasComputers(a) and HasProjectorScreen(b)),IsInRoom(e) and (HasComputers(a) or HasProjectorScreen(b)),(IsInOffice(c) and (HasComputers(a) and HasProjectorScreen(b))) -> (IsInRoom(e) and (HasComputers(a) or HasProjectorScreen(b))),(exists b (exists a (exists c (IsInOffice(c) and (HasComputers(a) and HasProjectorScreen(b)))))) -> (exists e (exists b (exists a (IsInRoom(e) and (HasComputers(a) or HasProjectorScreen(b)))))),LF
176,,1,"A small child in a red jacket is sitting on a man's shoulders and holding his head. Therefore, the child's hands are on the man's head."," ""The child's hands are on the man's head."""," ""The child is on the man's shoulders.""", IsOnHead(b), IsOnShoulders(e),[],[],"[(' The child', ' Child')]",IsOnHead(b) and IsHands(c),IsOnShoulders(d),(IsOnHead(b) and IsHands(c)) -> (IsOnShoulders(d)),(exists c (exists b (IsOnHead(b) and IsHands(c)))) -> (exists d (IsOnShoulders(d))),LF
177,,1,Three girls are standing and talking to each other. It follows that three girls are talking.," ""Three girls are standing and talking to each other."""," ""Three girls are talking."""," IsStanding(a),  IsTalkingToEachOther(a)", IsTalking(b),[],[],"[(' Three girls', '')]",IsStanding(a) and IsTalkingToEachOther(a),IsTalking(b),(forall a (IsStanding(a) and IsTalkingToEachOther(a))) -> (exists b (IsTalking(b))),(exists a (IsStanding(a) and IsTalkingToEachOther(a))) -> (exists b (IsTalking(b))),LF
178,,1,"a man with a cap and not wearing shirt is laying a wooden bench. Consequently, a man relaxes on a bench."," ""A man is laying a wooden bench."""," ""A man relaxes on a bench."""," IsLaying(a,b)"," IsRelaxes(a,c)",[],"[(' A man', ' A man')]","[(' wooden bench', ' bench')]","IsLaying(a,b)","IsRelaxes(a,c)","(exists b (IsLaying(a,b))) -> (forall c (IsRelaxes(a,c)))","(exists b (exists a (IsLaying(a,b)))) -> (exists c (exists a (IsRelaxes(a,c))))",LF
179,,1,"A man in a red shirt is being filmed by another man on a sports field with a huge audience of people watching and cheering. Therefore, the man is being filmed by another man."," ""A man in a red shirt is being filmed by another man."""," ""The man is being filmed by another man.""", IsBeingFilmedBy(a), IsBeingFilmedBy(a),[],"[(' another man', ' another man')]","[(' A man in a red shirt', ' another man')]",IsInRedShirt(b) and IsBeingFilmedBy(a),IsBeingFilmedBy(a) and IsMan(c),(exists b (IsInRedShirt(b) and IsBeingFilmedBy(a))) -> (forall a (IsBeingFilmedBy(a) and IsMan(c))),(exists a (exists b (IsInRedShirt(b) and IsBeingFilmedBy(a)))) -> (exists c (exists a (IsBeingFilmedBy(a) and IsMan(c)))),LF
180,,1,"A man in a suit cheering in a library in front of children. Thus, a guy is cheering near some children."," ""A man is cheering near some children."""," ""A man in a suit cheers in a library in front of children."""," IsCheering(a),  AreNear(a,b)"," IsInSuit(a),  IsInLibrary(b),  IsCheering(a)",[],[],"[(' children', '')]","IsCheering(a) and AreNear(a,b)",IsInSuit(a) and IsCheering(a) and IsInLibrary(b),"(IsCheering(a) and AreNear(a,b)) -> (IsInSuit(a) and IsCheering(a) and IsInLibrary(b))","(exists b (exists a (IsCheering(a) and AreNear(a,b)))) -> (exists b (exists a (IsInSuit(a) and IsCheering(a) and IsInLibrary(b))))",LF
181,,1,A man in suit waiting for the green light. This implies that a man waits at a red light.,,,,,[],[],[],,,() -> (),() -> (),
182,,1,"A man smokes while leaning against a pillar, which has a ""missing person"" flier posted on it. Thus, a guy smoking against a wall with a flier on it."," ""A man smokes against a pillar."""," ""A missing person is nearby."""," IsSmokesAgainst(a,b)"," IsMissing(c),  IsNearby(d)",[],[],"[(' nearby', ' pillar')]","IsSmokesAgainst(a,b)",IsMissing(c) and IsNearby(d),"(forall b (IsSmokesAgainst(a,b))) -> (exists d (IsMissing(c) and IsNearby(d)))","(exists b (exists a (IsSmokesAgainst(a,b)))) -> (exists d (exists c (IsMissing(c) and IsNearby(d))))",LF
183,,1,"A woman is standing at a podium. Thus, a person is at a podium."," ""A person is at a podium."""," ""A woman is at a podium."""," IsAt(a,b)"," IsAt(a,c)",[],"[(' podium', ' podium')]","[(' Woman', ' A person')]","IsAt(b,a)","IsAt(a,c)","(forall b (IsAt(b,a))) -> (exists c (IsAt(a,c)))","(exists a (exists b (IsAt(b,a)))) -> (exists c (exists a (IsAt(a,c))))",Valid
184,,1,Four boys are about to be hit by an approaching wave. It follows that a wave is about hit some boys.," ""Four boys are about to be hit by an approaching wave."""," ""A wave is about to hit some boys.""", IsAboutToBeHit(b), IsAboutToHit(a),[],"[(' approaching wave', ' A wave')]","[(' Four boys', ' some boys')]",IsAboutToBeHit(b) and ~IsOnWave(a),"IsAboutToHit(a) and (IsSome(a,c) and IsBoy(c))","(exists b (IsAboutToBeHit(b) and ~IsOnWave(a))) -> (forall c (IsAboutToHit(a) and (IsSome(a,c) and IsBoy(c))))","(exists a (exists b (IsAboutToBeHit(b) and ~IsOnWave(a)))) -> (exists c (exists a (IsAboutToHit(a) and (IsSome(a,c) and IsBoy(c)))))",LF
185,,1,"people are sitting on a bench in front of buildings. Thus, some people are seated on a bench outside."," ""People are sitting on a bench."""," ""Some people are seated on a bench."""," IsSittingOn(b,a)"," IsSeatedOn(c,a)",[],"[(' bench', ' bench')]","[(' People', ' Some people'), (' Some people', ' bench')]","IsSittingOn(b,a)","IsSeatedOn(c,a)","(forall a (exists b (IsSittingOn(b,a)))) -> (forall c (IsSeatedOn(c,a)))","(exists a (exists b (IsSittingOn(b,a)))) -> (exists a (exists c (IsSeatedOn(c,a))))",LF
186,,1,The skateboarder is jumping his board in the air while another skateboarder watches. This implies that a skateboarder is jumping.," ""The skateboarder is jumping his board in the air."""," ""A skateboarder is jumping.""", IsJumping(b), IsJumping(c),[],[],"[(' A skateboarder', ' The skateboarder')]",IsJumping(a),IsJumping(c),(forall a (IsJumping(a))) -> (exists c (IsJumping(c))),(exists a (IsJumping(a))) -> (exists c (IsJumping(c))),Valid
187,,1,"A man wearing a black hat and coat makes a face with a crowd behind him. As a consequence, a guy is standing near a crowd of people."," ""A man wearing a black hat and coat makes a face with a crowd behind him."""," ""A guy is standing near a crowd of people.""",Please provide the properties you found:," IsStandingNear(b,c)",[],[],"[(' Guy', ''), (' crowd of people', '')]",,,,,
188,,1,"A group of soldiers march in a parade. Thus, a group of people march in a parade."," ""A group of soldiers march in a parade."""," ""A group of people march in a parade.""", IsInGroup(a), IsInGroup(a),[],"[('', '')]",[],IsInGroup(a) and (IsMarching(a) and IsInParade(a)),IsInGroup(a) and IsMarchingInParade(a),(IsInGroup(a) and (IsMarching(a) and IsInParade(a))) -> (IsInGroup(a) and IsMarchingInParade(a)),(exists a (IsInGroup(a) and (IsMarching(a) and IsInParade(a)))) -> (exists a (IsInGroup(a) and IsMarchingInParade(a))),LF
189,,1,The 3 dogs are cruising down the street. This implies that three dogs together.," ""The 3 dogs are cruising down the street."""," ""Three dogs together.""", IsCruising(a), IsTogether(c),[],[],"[(' Three dogs', ' 3 dogs')]",IsCruising(a) and IsOn(b),IsTogether(c),(forall a (IsCruising(a) and IsOn(b))) -> (exists c (IsTogether(c))),(exists b (exists a (IsCruising(a) and IsOn(b)))) -> (exists c (IsTogether(c))),LF
190,,1,"The gentleman is speaking while the others are listening. As a consequence, the man is being given respect."," ""The gentleman is speaking."""," ""The man is being given respect.""", IsSpeaking(b)," IsGiven(c,d)",[],[],"[(' gentleman', ' Man'), (' respect', ' gentleman'), (' respect', ' speaker')]",IsSpeaking(a),"IsGiven(c,d)","(forall a (exists a (IsSpeaking(a)))) -> (exists d (forall c (IsGiven(c,d))))","(exists a (IsSpeaking(a))) -> (exists d (exists c (IsGiven(c,d))))",LF
191,,1,"One child in black is walking down a hill covered in white snow while 2 children are on their knees. Thus, there are three children in this picture, and they are all outside."," ""There are three children in this picture."""," ""All three children are outside.""", IsInThisPicture(a), IsOutside(b),[],[],"[(' All three children', ' three children')]",IsInThisPicture(a),IsOutside(b),(forall a (IsInThisPicture(a))) -> (exists b (IsOutside(b))),(exists a (IsInThisPicture(a))) -> (exists b (IsOutside(b))),LF
192,,1,A group of people are sight seeing and taking pictures. It follows that there are a group of people.,,,,,[],[],[],,,() -> (),() -> (),
193,,1,"Army men grilling a lot of meat while his troop looks on. Hence, some of the people here have been in the armed forces."," ""Some people here have been in the armed forces."""," ""Army men are grilling a lot of meat.""", IsInArmedForces(a)," IsGrilling(c),  IsMeat(d)",[],[],"[(' Army men', ' armed forces')]",IsInArmedForces(a),IsGrilling(c) and IsMeat(d),(IsInArmedForces(a)) -> (IsGrilling(c) and IsMeat(d)),(exists a (IsInArmedForces(a))) -> (exists d (exists c (IsGrilling(c) and IsMeat(d)))),LF
194,,1,"The basketball player in red is challenging the player in white for the ball. Consequently, people are playing basketball."," ""The basketball player in red is challenging the player in white for the ball."""," ""People are playing basketball."""," IsInRed(a),  IsChallenging(a)", IsPlayingBasketball(b),[],[],"[(' People', '')]",IsInRed(a) and IsChallenging(a),IsPlayingBasketball(b),(forall a (IsInRed(a) and IsChallenging(a))) -> (exists b (IsPlayingBasketball(b))),(exists a (IsInRed(a) and IsChallenging(a))) -> (exists b (IsPlayingBasketball(b))),LF
195,,1,"A older man with gray hair wearing a gray suit next to a green and yellow taxi. Thus, a older man with gray hair wearing a gray suit."," ""An older man with gray hair wears a gray suit."""," ""A taxi is green and yellow."""," IsOlder(a),  HasGrayHair(b),  HasGraySuit(c)"," IsGreen(d),  IsYellow(d)",[],[],[],IsOlder(a) and HasGrayHair(b) and HasGraySuit(c),IsGreen(d) or IsYellow(d),(IsOlder(a) and HasGrayHair(b) and HasGraySuit(c)) -> (IsGreen(d) or IsYellow(d)),(exists b (exists c (exists a (IsOlder(a) and HasGrayHair(b) and HasGraySuit(c))))) -> (exists d (IsGreen(d) or IsYellow(d))),LF
196,,1,"A man drops something, reaching for it while a woman in a beige blazer discusses an important topic. Hence, a woman is talking while a man is reaching for something."," ""A man dropped something."""," ""A woman is talking while a man is reaching for something.""", IsDropped(a)," IsTalking(b),  IsReachingFor(c),  IsSomething(a)",[],"[(' A man', ' something'), (' something', ' something')]","[(' man', ' A man'), (' Woman', ' something'), (' man', ' something')]",IsDropped(a),IsTalking(b) and IsReachingFor(c) and IsSomething(a),(forall a (IsDropped(a))) -> (exists b (exists c (IsTalking(b) and IsReachingFor(c) and IsSomething(a)))),(exists a (IsDropped(a))) -> (exists a (exists c (exists b (IsTalking(b) and IsReachingFor(c) and IsSomething(a))))),LF
197,,1,A crowd watching a skateboarder. This implies that a person is skateboarding.," ""A crowd is watching a skateboarder."""," ""A person is skateboarding."""," IsWatchedBy(a,b)", IsSkateboarding(c),[],[],"[(' skateboarder', ' skateboarding')]","IsWatchedBy(a,b)",IsSkateboarding(c),"(IsWatchedBy(a,b)) -> (IsSkateboarding(c))","(exists b (exists a (IsWatchedBy(a,b)))) -> (exists c (IsSkateboarding(c)))",LF
198,,1,"A male guitar player is vigorously singing a not to a song in a poorly lit room. As a consequence, a man is singing indoors."," ""A male guitar player is vigorously singing a not to a song in a poorly lit room."""," ""A man is singing indoors."""," IsMale(a),  IsSinging(a),  IsInPoorlyLitRoom(c)"," IsSinging(d),  IsIndoors(e)",[],[],"[(' poorly lit room', ' indoors')]",IsMale(a) and IsSinging(a) and IsInPoorlyLitRoom(c),IsSinging(d) and IsIndoors(e),(exists c (IsMale(a) and IsSinging(a) and IsInPoorlyLitRoom(c))) -> (forall e (IsSinging(d) and IsIndoors(e))),(exists c (exists a (IsMale(a) and IsSinging(a) and IsInPoorlyLitRoom(c)))) -> (exists e (exists d (IsSinging(d) and IsIndoors(e)))),LF
199,,1,"The sun breaks through the trees as a child rides a swing. Thus, a child rides a swing in the daytime."," ""The sun breaks through the trees."""," ""A child rides a swing in the daytime.""", IsBreakingThrough(a)," IsRidden(c),  IsInDaytime(d)",[],[],"[(' daytime', ' The sun')]",IsBreakingThrough(b),IsRidden(c) and IsInDaytime(d),(IsBreakingThrough(b)) -> (IsRidden(c) and IsInDaytime(d)),(exists b (IsBreakingThrough(b))) -> (exists d (exists c (IsRidden(c) and IsInDaytime(d)))),LF
