,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
21,ad hominem,0,"And for the media it ’ s ideology , money , and headlines ."," The media is driven by ideology, money, and headlines.  "," The media is motivated by ideology, money, and headlines.","IsDrivenBy(a, b),  IsDrivenBy(a, c),  IsDrivenBy(a, d)","IsMotivatedBy(a, b),  IsMotivatedBy(a, c),  IsMotivatedBy(a, d)","[('IsDrivenBy(a, b)', 'IsMotivatedBy(a, b)'), ('IsMotivatedBy(a, b)', 'IsDrivenBy(a, b)'), ('IsDrivenBy(a, b)', '  IsMotivatedBy(a, c)'), ('IsDrivenBy(a, b)', '  IsMotivatedBy(a, d)'), ('  IsDrivenBy(a, c)', '  IsMotivatedBy(a, c)'), ('  IsMotivatedBy(a, c)', '  IsDrivenBy(a, c)'), ('IsMotivatedBy(a, b)', '  IsDrivenBy(a, d)'), ('  IsMotivatedBy(a, c)', '  IsDrivenBy(a, d)'), ('  IsDrivenBy(a, d)', '  IsMotivatedBy(a, d)'), ('  IsMotivatedBy(a, d)', '  IsDrivenBy(a, d)')]","[(' The media', ' The media'), (' ideology', ' ideology'), (' money', ' money'), (' headlines', ' headlines')]","[(' headlines', ' The media')]","IsDrivenBy(a, b) and IsDrivenBy(a, c) and IsDrivenBy(a, d)","IsMotivatedBy(a, b) and IsMotivatedBy(a, c) and IsMotivatedBy(a, d)","(exists d (IsDrivenBy(a, b) and IsDrivenBy(a, c) and IsDrivenBy(a, d)) & (forall a (forall b (IsDrivenBy(a, b) -> IsMotivatedBy(a, b)))) & (forall a (forall b (IsMotivatedBy(a, b) -> IsDrivenBy(a, b)))) & (forall a (forall b (forall c (IsDrivenBy(a, b) ->   IsMotivatedBy(a, c))))) & (forall a (forall b (forall d (IsDrivenBy(a, b) ->   IsMotivatedBy(a, d))))) & (forall a (forall c (  IsDrivenBy(a, c) ->   IsMotivatedBy(a, c)))) & (forall a (forall c (  IsMotivatedBy(a, c) ->   IsDrivenBy(a, c)))) & (forall a (forall b (forall d (IsMotivatedBy(a, b) ->   IsDrivenBy(a, d))))) & (forall a (forall d (forall c (  IsMotivatedBy(a, c) ->   IsDrivenBy(a, d))))) & (forall a (forall d (  IsDrivenBy(a, d) ->   IsMotivatedBy(a, d)))) & (forall a (forall d (  IsMotivatedBy(a, d) ->   IsDrivenBy(a, d))))) -> (exists d (forall a (IsMotivatedBy(a, b) and IsMotivatedBy(a, c) and IsMotivatedBy(a, d))))","(exists a (exists b (exists d (exists c (IsDrivenBy(a, b) and IsDrivenBy(a, c) and IsDrivenBy(a, d))))) & (forall f (forall e (IsDrivenBy(e,f) -> IsMotivatedBy(e,f)))) & (forall g (forall h (IsMotivatedBy(g,h) -> IsDrivenBy(g,h)))) & (forall j (forall i (forall k (IsDrivenBy(i,j) ->   IsMotivatedBy(i,k))))) & (forall m (forall n (forall l (IsDrivenBy(l,m) ->   IsMotivatedBy(l,n))))) & (forall o (forall p (  IsDrivenBy(o,p) ->   IsMotivatedBy(o,p)))) & (forall r (forall q (  IsMotivatedBy(q,r) ->   IsDrivenBy(q,r)))) & (forall u (forall t (forall s (IsMotivatedBy(s,t) ->   IsDrivenBy(s,u))))) & (forall v (forall w (forall x (  IsMotivatedBy(v,w) ->   IsDrivenBy(v,x))))) & (forall y (forall z (  IsDrivenBy(y,z) ->   IsMotivatedBy(y,z)))) & (  IsMotivatedBy({,|) ->   IsDrivenBy({,|))) -> (exists a (exists b (exists d (exists c (IsMotivatedBy(a, b) and IsMotivatedBy(a, c) and IsMotivatedBy(a, d))))))",0
22,faulty generalization,0,"The Earth has experienced five mass extinctions before the one we are living through now , each so complete a slate-wiping of the evolutionary record it functioned as a resetting of the planetary clock , and many climate scientists will tell you they are the best analog for the ecological future we are diving headlong into .", The Earth has experienced five mass extinctions that reset the planetary clock., The current ecological future resembles past mass extinctions.,"HasExperienced(a, b),  Resets(b, c)","Resembles(d, e)",[],[],"[(' five mass extinctions', ' past mass extinctions')]","HasExperienced(a, b) and Resets(b, c)","Resembles(d, e)","(exists b (HasExperienced(a, b) and Resets(b, c))) -> (forall e (Resembles(d, e)))","(exists a (exists b (exists c (HasExperienced(a, b) and Resets(b, c))))) -> (exists d (exists e (Resembles(d, e))))",0
23,intentional,0,"The highest record temperature ever reported was 136 degrees Fahrenheit in Libya in 1922 . The record high temperature for the United States was 134 degrees Fahrenheit in Death Valley , California in 1913 . Fossil fuel emissions in 1913 and 1922 were negligible compared to today ."," The highest record temperature ever reported was 136 degrees Fahrenheit in Libya in 1922, and the record high temperature for the United States was 134 degrees Fahrenheit in Death Valley, California in 1913.  ", Fossil fuel emissions do not influence record temperature.,"IsReported(a, c),  IsMeasuredIn(b),  IsMeasuredIn(a),  IsMeasuredIn(d),  IsMeasuredIn(d),  IsMeasuredIn(d),  IsMeasuredIn(d)","DoesNotInfluence(h, i)",[],[],"[(' Highest record temperature', ' record temperature'), (' record high temperature', ' record temperature')]","(IsReported(a, c) and IsMeasuredIn(a) and IsMeasuredIn(b) and IsMeasuredIn(d) and IsMeasuredIn(b) and IsMeasuredIn(f) and IsMeasuredIn(g))","DoesNotInfluence(h, i)","(exists d (exists a ((IsReported(a, c) and IsMeasuredIn(a) and IsMeasuredIn(b) and IsMeasuredIn(d) and IsMeasuredIn(b) and IsMeasuredIn(f) and IsMeasuredIn(g))))) -> (forall i (DoesNotInfluence(h, i)))","(exists c (exists f (exists a (exists d (exists g (exists b ((IsReported(a, c) and IsMeasuredIn(a) and IsMeasuredIn(b) and IsMeasuredIn(d) and IsMeasuredIn(b) and IsMeasuredIn(f) and IsMeasuredIn(g))))))))) -> (exists h (exists i (DoesNotInfluence(h, i))))",0
24,intentional,0,"In the very year they had forecast that the Arctic would be “ ice free ” , its thickness increased by a third . Polar bear numbers are rising , not falling . Temperatures in Greenland have shown no increase for decades ."," In the year they forecasted the Arctic would be ""ice free,"" its thickness increased by a third, polar bear numbers are rising, and temperatures in Greenland have shown no increase for decades.", The Arctic is not experiencing the severe climate changes that were predicted.,"ForecastedIceFree(a, b),  IncreasedBy(c, d),  PolarBearNumbersRising(e),  NoTempIncrease(f, g, h)","NotExperiencing(a, i)",[],"[(' the Arctic', ' The Arctic')]","[(' Greenland', ' The Arctic')]","ForecastedIceFree(a, b) and IncreasedBy(c, d) and PolarBearNumbersRising(e) and NoTempIncrease(f, g, h)","~NotExperiencing(a, i)","(exists g (ForecastedIceFree(a, b) and IncreasedBy(c, d) and PolarBearNumbersRising(e) and NoTempIncrease(f, g, h))) -> (forall a (~NotExperiencing(a, i)))","(exists c (exists f (exists e (exists h (exists a (exists d (exists g (exists b (ForecastedIceFree(a, b) and IncreasedBy(c, d) and PolarBearNumbersRising(e) and NoTempIncrease(f, g, h)))))))))) -> (exists a (exists i (~NotExperiencing(a, i))))",0
25,fallacy of extension,0,"Why , between 2009 and 2014 , did Defra spend a whopping £12.5 million on an ocean acidification research programme when the issue could have been resolved , for next to nothing , after a few hours ’ basic research ?", Defra spent £12.5 million on an ocean acidification research programme between 2009 and 2014., The issue of ocean acidification could have been resolved with basic research for next to nothing.,"SpentOn(b, c)","ResolvedWith(d, e)",[],[],"[(' ocean acidification research programme', ' The issue of ocean acidification'), (' ocean acidification research programme', ' basic research')]","SpentOn(b, c)","ResolvedWith(d, e)","(exists c (SpentOn(b, c))) -> (forall e (forall d (ResolvedWith(d, e))))","(exists b (exists c (SpentOn(b, c)))) -> (exists d (exists e (ResolvedWith(d, e))))",0
26,faulty generalization,0,"For decades , most scientists saw climate change as a distant prospect .", Most scientists saw climate change as a distant prospect for decades.  , Climate change is not a distant prospect.,"SawClimateChangeAsDistantProspect(c, a, b),  ForDecades(d)",IsNotDistantProspect(a),[],"[(' climate change', ' Climate change'), (' distant prospect', ' distant prospect')]",[],"SawClimateChangeAsDistantProspect(c, a, b) and ForDecades(d)",~IsDistantProspect(a),"(SawClimateChangeAsDistantProspect(c, a, b) and ForDecades(d)) -> (~IsDistantProspect(a))","(exists a (exists b (exists d (exists c (SawClimateChangeAsDistantProspect(c, a, b) and ForDecades(d)))))) -> (exists a (~IsDistantProspect(a)))",1
27,appeal to emotion,0,"If your anxiety about global warming is dominated by fears of sea-level rise , you are barely scratching the surface of what terrors are possible , even within the lifetime of a teenager today ."," ""Anxiety about global warming includes fears of sea-level rise."""," ""There are greater terrors possible from global warming within the lifetime of a teenager today.""","IsAbout(b, a),  IncludesFears(b, c),  IsFearOf(c, d)","IsFrom(e, a),  IsPossibleWithin(e, f),  IsInLifetimeOf(f, g),  IsToday(h)",[],"[(' global warming', ' global warming')]","[(' fears', ' Greater terrors'), (' sea-level rise', ' global warming')]","IsAbout(b, a) and IncludesFears(b, c) and IsFearOf(c, d)","IsFrom(e, a) and IsPossibleWithin(e, f) and IsInLifetimeOf(f, g) and IsToday(h)","(exists d (exists c (IsAbout(b, a) and IncludesFears(b, c) and IsFearOf(c, d)))) -> (forall a (forall e (IsFrom(e, a) and IsPossibleWithin(e, f) and IsInLifetimeOf(f, g) and IsToday(h))))","(exists a (exists b (exists d (exists c (IsAbout(b, a) and IncludesFears(b, c) and IsFearOf(c, d)))))) -> (exists f (exists e (exists h (exists a (exists g (IsFrom(e, a) and IsPossibleWithin(e, f) and IsInLifetimeOf(f, g) and IsToday(h)))))))",0
28,intentional,0,"Skeptics have long pointed to ice gain in the Southern Hemisphere as evidence climate change wasn ’ t occurring , but scientists warned that it was caused by natural variations and circulations in the atmosphere .", Skeptics have pointed to ice gain in the Southern Hemisphere as evidence climate change wasn't occurring.  , Ice gain in the Southern Hemisphere is caused by natural variations and circulations in the atmosphere.,"PointTo(c, a),  OccurIn(a, b),  IsEvidenceOf(a, d),  NotOccurring(d)","OccurIn(a, b),  CausedBy(a, e),  CausedBy(a, f),  In(g, f)",[],"[(' ice gain', ' Ice gain'), (' Southern Hemisphere', ' Southern Hemisphere')]",[],"PointTo(c, a) and OccurIn(a, b) and IsEvidenceOf(a, d) and NotOccurring(d)","OccurIn(a, b) and (CausedBy(a, e) and CausedBy(a, f) and In(g, f))","(PointTo(c, a) and OccurIn(a, b) and IsEvidenceOf(a, d) and NotOccurring(d)) -> (OccurIn(a, b) and (CausedBy(a, e) and CausedBy(a, f) and In(g, f)))","(exists a (exists b (exists d (exists c (PointTo(c, a) and OccurIn(a, b) and IsEvidenceOf(a, d) and NotOccurring(d)))))) -> (exists f (exists e (exists a (exists g (exists b (OccurIn(a, b) and (CausedBy(a, e) and CausedBy(a, f) and In(g, f))))))))",0
29,intentional,0,"Furthermore , the overall increases in such things as hurricanes and tornadoes have not materialized . Drought in the western U.S. pales in comparison to the mega-droughts tree rings tell us existed in centuries past . Lake-bottom sediments in Florida tell us that recent major hurricane activity in the Gulf of Mexico has been less frequent than in centuries past . Strong Sandy-type storms occur every year in all the major ocean basins… they just don ’ t happen to hit major metropolitan areas .", Overall increases in hurricanes and tornadoes have not materialized. Drought in the western U.S. is less severe than mega-droughts in past centuries. Recent major hurricane activity in the Gulf of Mexico is less frequent than in past centuries. Strong Sandy-type storms occur every year in major ocean basins but do not hit major metropolitan areas., Recent climate phenomena are not unusually severe compared to historical patterns.,"HaveNotMaterialized(a),  HaveNotMaterialized(b),  IsIn(d, c),  IsSevere(c),  IsSevere(e),  OccurredIn(f, e),  IsFrequent(g),  IsFrequentIn(h, g),  OccurredIn(f, g),  OccurEveryYear(i),  OccurIn(j, i),  DoNotHit(i, k)",AreNotUnusuallySevere(l),"[('  OccurredIn(f, e)', 'AreNotUnusuallySevere(l)')]",[],"[(' Hurricanes', ' Recent climate phenomena'), (' tornadoes', ' Recent climate phenomena'), (' drought', ' Recent climate phenomena'), (' mega-droughts', ' Recent climate phenomena'), (' recent major hurricane activity', ' Recent climate phenomena'), (' strong Sandy-type storms', ' Recent climate phenomena')]","(HaveNotMaterialized(a) and HaveNotMaterialized(b) and IsIn(d, c) and ~IsSevere(c) and IsSevere(e) and OccurredIn(f, e) and ~IsFrequent(g) and IsFrequentIn(h, g) and OccurredIn(f, g) and OccurEveryYear(i) and OccurIn(j, i) and DoNotHit(i, k))",AreNotUnusuallySevere(l),"(exists i (exists g (exists e (exists c (exists b (exists a ((HaveNotMaterialized(a) and HaveNotMaterialized(b) and IsIn(d, c) and ~IsSevere(c) and IsSevere(e) and OccurredIn(f, e) and ~IsFrequent(g) and IsFrequentIn(h, g) and OccurredIn(f, g) and OccurEveryYear(i) and OccurIn(j, i) and DoNotHit(i, k)))))))) & (forall f (forall e (forall l (  OccurredIn(f, e) -> AreNotUnusuallySevere(l)))))) -> (forall l (AreNotUnusuallySevere(l)))","(exists c (exists f (exists j (exists e (exists h (exists i (exists a (exists d (exists g (exists b (exists k ((HaveNotMaterialized(a) and HaveNotMaterialized(b) and IsIn(d, c) and ~IsSevere(c) and IsSevere(e) and OccurredIn(f, e) and ~IsFrequent(g) and IsFrequentIn(h, g) and OccurredIn(f, g) and OccurEveryYear(i) and OccurIn(j, i) and DoNotHit(i, k))))))))))))) & (forall o (forall p (forall n (  OccurredIn(n,o) -> AreNotUnusuallySevere(p)))))) -> (exists l (AreNotUnusuallySevere(l)))",1
30,ad hominem,0,Should we trust these computer models of doom ?," ""There are computer models predicting doom.""  "," ""We should not trust computer models.""",PredictDoom(a),"NotTrust(b, a)",[],"[(' Computer models', ' computer models')]",[],PredictDoom(a),"~NotTrust(b, a)","(PredictDoom(a)) -> (~NotTrust(b, a))","(exists a (PredictDoom(a))) -> (exists a (exists b (~NotTrust(b, a))))",0
31,false causality,0,"The rise in Arctic temperatures is probably also tied to a sudden warming of the stratosphere , the atmospheric layer about 30,000 feet high — above where most weather happens — that occurred several weeks ago , Moore said .", The rise in Arctic temperatures is tied to a sudden warming of the stratosphere., The rise in Arctic temperatures is caused by a sudden warming of the stratosphere.,"IsRising(a),  IsTiedToSuddenWarming(a,b)","IsRising(a),  IsCausedBy(a,c),  IsWarming(c,b)","[('  IsCausedBy(a,c)', 'IsRising(a)'), ('  IsTiedToSuddenWarming(a,b)', 'IsRising(a)')]","[(' Arctic temperatures', ' Arctic temperatures'), (' stratosphere', ' stratosphere')]",[],"IsRising(a) and IsTiedToSuddenWarming(a,b)","IsRising(a) and (IsWarming(c,b) and IsCausedBy(a,c))","(IsRising(a) and IsTiedToSuddenWarming(a,b) & (forall a (forall c (  IsCausedBy(a,c) -> IsRising(a)))) & (forall a (forall b (  IsTiedToSuddenWarming(a,b) -> IsRising(a))))) -> (IsRising(a) and (IsWarming(c,b) and IsCausedBy(a,c)))","(exists a (exists b (IsRising(a) and IsTiedToSuddenWarming(a,b))) & (forall d (forall e (  IsCausedBy(d,e) -> IsRising(d)))) & (forall g (forall f (  IsTiedToSuddenWarming(f,g) -> IsRising(f))))) -> (exists a (exists b (exists c (IsRising(a) and (IsWarming(c,b) and IsCausedBy(a,c))))))",0
32,false dilemma,0,The World Coal Association disputed the conclusion that stopping global warming calls for an end of coal use .," ""The World Coal Association disputed the conclusion that stopping global warming requires ending coal use.""  "," ""Stopping global warming does not require ending coal use.""","DisputesConclusion(c, d),  IsAboutStoppingGlobalWarming(d),  RequiresEndingCoalUse(d)","IsStopped(a),  DoesNotRequireEnding(b)","[('  DoesNotRequireEnding(b)', 'DisputesConclusion(c, d)')]","[(' global warming', ' Global warming'), (' coal use', ' coal use')]",[],"DisputesConclusion(c, d) and (IsAboutStoppingGlobalWarming(d) and RequiresEndingCoalUse(d))",IsStopped(a) and DoesNotRequireEnding(b),"(DisputesConclusion(c, d) and (IsAboutStoppingGlobalWarming(d) and RequiresEndingCoalUse(d)) & (forall d (forall b (forall c (  DoesNotRequireEnding(b) -> DisputesConclusion(c, d)))))) -> (IsStopped(a) and DoesNotRequireEnding(b))","(exists d (exists c (DisputesConclusion(c, d) and (IsAboutStoppingGlobalWarming(d) and RequiresEndingCoalUse(d)))) & (forall g (forall f (forall h (  DoesNotRequireEnding(f) -> DisputesConclusion(g,h)))))) -> (exists a (exists b (IsStopped(a) and DoesNotRequireEnding(b))))",0
33,fallacy of logic,0,The problem with this ploy is that carbon dioxide is not a pollutant and it is dishonest to say it is .," ""Carbon dioxide is not a pollutant and it is dishonest to say it is a pollutant.""  "," ""It is dishonest to say carbon dioxide is a pollutant.""","IsCarbonDioxide(a),  IsDishonest(c),  IsNotPollutant(a)","IsDishonest(x),  IsPollutant(a)",[],"[(' Carbon dioxide', ' Carbon dioxide'), (' pollutant', ' pollutant')]","[(' Carbon dioxide', ' pollutant'), (' pollutant', ' Carbon dioxide')]",IsCarbonDioxide(a) and IsNotPollutant(a) and IsDishonest(c),IsPollutant(a) and ~IsDishonest(x),(IsCarbonDioxide(a) and IsNotPollutant(a) and IsDishonest(c)) -> (IsPollutant(a) and ~IsDishonest(x)),(exists a (exists c (IsCarbonDioxide(a) and IsNotPollutant(a) and IsDishonest(c)))) -> (exists a (exists x (IsPollutant(a) and ~IsDishonest(x)))),0
