Unnamed: 0,label,updated_label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result,logical_fallacies
41,0,faulty generalization,"A car makes less pollution than a bus. Therefore, cars are less of a pollution problem than buses", A car makes less pollution than a bus.  , Cars are less of a pollution problem than buses.,"MakesLessPollution(a, c)","LessPollutionProblem(d, f)","[('MakesLessPollution(a, c)', 'LessPollutionProblem(d, f)')]",[],"[(' A car', ' Cars'), (' pollution', ' pollution problem'), (' a bus', ' buses')]","MakesLessPollution(a, c)","LessPollutionProblem(d, f)","(exists c (exists a (MakesLessPollution(a, c))) & (forall f (forall c (forall a (forall d (MakesLessPollution(a, c) -> LessPollutionProblem(d, f))))))) -> (forall f (forall d (LessPollutionProblem(d, f))))","(exists c (exists a (MakesLessPollution(a, c))) & (forall h (forall i (forall j (forall g (MakesLessPollution(g,h) -> LessPollutionProblem(i,j))))))) -> (exists f (exists d (LessPollutionProblem(d, f))))",Valid,
42,0,appeal to emotion,"Preys on people’s emotions and sensitivities, can turn into a slippery slope"," ""Preys on people’s emotions and sensitivities""  "," ""It can become a slippery slope""","IsPreyedOn(a),  IsPreyedOn(b)",IsSlipperySlope(c),[],[],[],IsPreyedOn(a) and IsPreyedOn(b),IsSlipperySlope(c),(IsPreyedOn(a) and IsPreyedOn(b)) -> (IsSlipperySlope(c)),(exists a (exists b (IsPreyedOn(a) and IsPreyedOn(b)))) -> (exists c (IsSlipperySlope(c))),LF,
43,0,fallacy of logic,"Bats are mammals. Bats can fly. Pigs are also mammals, therefore pigs can fly."," ""Bats are mammals and bats can fly.""  "," ""Pigs can fly.""","IsMammal(b),  CanFly(b)",CanFly(a),[],"[(' Pigs', ' mammals')]",[],IsMammal(b) and CanFly(b),CanFly(a),(IsMammal(b) and CanFly(b)) -> (CanFly(a)),(exists b (IsMammal(b) and CanFly(b))) -> (exists a (CanFly(a))),Valid,
44,0,intentional,The Geo Metro is a superior car because it averages 43 miles per gallon., The Geo Metro averages 43 miles per gallon.  , The Geo Metro is a superior car.,Averages43MPG(a),IsSuperiorCar(a),[],"[(' The Geo Metro', ' The Geo Metro')]",[],Averages43MPG(a),IsSuperiorCar(a),(Averages43MPG(a)) -> (IsSuperiorCar(a)),(exists a (Averages43MPG(a))) -> (exists a (IsSuperiorCar(a))),LF,
45,0,fallacy of relevance,"“While you may have concerns about my votes about the environment, I can assure you that I am an open minded individual. What we should really discuss is my record on votes that expanded educational opportunities for all children."""," ""I am an open minded individual regarding votes about the environment."""," ""My record on votes expanded educational opportunities for all children.""","IsOpenMinded(b),  IsRegardingVotes(b, a),  IsAboutEnvironment(a, d)","IsOnVotes(e, a),  ExpandsEducationalOpportunities(e, f),  IsForAllChildren(f, g)",[],"[(' votes', ' votes')]",[],"IsOpenMinded(b) and IsRegardingVotes(b, a) and IsAboutEnvironment(a, d)","IsOnVotes(e, a) and ExpandsEducationalOpportunities(e, f) and IsForAllChildren(f, g)","(IsOpenMinded(b) and IsRegardingVotes(b, a) and IsAboutEnvironment(a, d)) -> (IsOnVotes(e, a) and ExpandsEducationalOpportunities(e, f) and IsForAllChildren(f, g))","(exists a (exists d (exists b (IsOpenMinded(b) and IsRegardingVotes(b, a) and IsAboutEnvironment(a, d))))) -> (exists f (exists e (exists a (exists g (IsOnVotes(e, a) and ExpandsEducationalOpportunities(e, f) and IsForAllChildren(f, g))))))",,
46,0,intentional,"Fish are the easiest pets to keep; they are inexpensive and require no maintenance at all. Plus, they are really pretty and soothing to watch."," ""Fish are the easiest pets to keep and require no maintenance.""  "," ""Fish make the best pets.""","IsEasiestPetToKeep(a),  RequiresNoMaintenance(a)",AreBestPets(a),[],"[(' Fish', ' Fish'), (' Fish', ' pets'), (' pets', ' pets')]","[(' Fish', ' pets')]",IsEasiestPetToKeep(a) and RequiresNoMaintenance(a),AreBestPets(a),(exists a (IsEasiestPetToKeep(a) and RequiresNoMaintenance(a))) -> (forall a (AreBestPets(a))),(exists a (IsEasiestPetToKeep(a) and RequiresNoMaintenance(a))) -> (exists a (AreBestPets(a))),LF,
47,0,intentional,I am only slightly obese.  That is perfectly normal here in America., Being slightly obese is perfectly normal in America.  , Being slightly obese is normal.,"IsSlightlyObese(x),  IsNormalInAmerica(x)","IsSlightlyObese(b),  IsNormal(b)","[('IsSlightlyObese(x)', '  IsNormal(b)')]",[],[],IsSlightlyObese(x) and IsNormalInAmerica(x),IsSlightlyObese(b) and IsNormal(b),(IsSlightlyObese(x) and IsNormalInAmerica(x) & (forall b (forall x (IsSlightlyObese(x) ->   IsNormal(b))))) -> (IsSlightlyObese(b) and IsNormal(b)),(exists x (IsSlightlyObese(x) and IsNormalInAmerica(x)) & (forall c (forall d (IsSlightlyObese(c) ->   IsNormal(d))))) -> (exists b (IsSlightlyObese(b) and IsNormal(b))),Valid,
48,0,ad populum,"Most people think the world is flat, therefore it is flat.", Most people think the world is flat.  , The world is flat.,"IsFlat(a),  ThinksWorldIsFlat(b)",IsFlat(a),[],"[(' the world', ' The world')]",[],ThinksWorldIsFlat(b) and IsFlat(a),IsFlat(a),(ThinksWorldIsFlat(b) and IsFlat(a)) -> (IsFlat(a)),(exists a (exists b (ThinksWorldIsFlat(b) and IsFlat(a)))) -> (exists a (IsFlat(a))),Valid,
49,0,appeal to emotion,You have to give me a passing grade. I spent 150 hours on that project and missed every party this quarter.," ""I spent 150 hours on that project and missed every party this quarter."""," ""You have to give me a passing grade.""","SpentTimeOn(a, b, c),  Missed(a, d, e)","Give(f, g, h)",[],[],[],"SpentTimeOn(a, b, c) and Missed(a, d, e)","Give(f, g, h)","(SpentTimeOn(a, b, c) and Missed(a, d, e)) -> (Give(f, g, h))","(exists a (exists d (exists b (exists c (exists e (SpentTimeOn(a, b, c) and Missed(a, d, e))))))) -> (exists f (exists h (exists g (Give(f, g, h)))))",LF,
50,0,ad populum,"I guess I should buy my 12 year old daughter an iPhone. Everyone at her school has one, and I want her to fit in with the other kids.", Everyone at the daughter's school has an iPhone.  , Buying the daughter an iPhone will help her fit in with the other kids.,HasIPhone(b),"IsBoughtIPhoneFor(d),  HelpsFitIn(d, e)","[('HasIPhone(b)', '  HelpsFitIn(d, e)')]","[(' iPhone', ' an iPhone')]",[],"IsAtDaughtersSchool(b, c) and HasIPhone(b)","IsBoughtIPhoneFor(d) and HelpsFitIn(d, e)","(IsAtDaughtersSchool(b, c) and HasIPhone(b) & (forall e (forall d (forall b (HasIPhone(b) ->   HelpsFitIn(d, e)))))) -> (IsBoughtIPhoneFor(d) and HelpsFitIn(d, e))","(exists c (exists b (IsAtDaughtersSchool(b, c) and HasIPhone(b))) & (forall h (forall i (forall g (HasIPhone(g) ->   HelpsFitIn(h,i)))))) -> (exists e (exists d (IsBoughtIPhoneFor(d) and HelpsFitIn(d, e))))",LF,
51,0,intentional,Kerry’s plan will raise taxes by at least $900 billion his first hundred days., Kerry’s plan will raise taxes by at least $900 billion in his first hundred days.  , Taxes will increase significantly with Kerry’s plan.,"RaiseTaxes(a, b),  Amount(c),  InFirstHundredDays(a, d)","WillIncreaseSignificantly(b),  WithKerrysPlan(b, a)","[('RaiseTaxes(a, b)', 'WillIncreaseSignificantly(b)')]","[(' Kerry’s plan', ' Kerry’s plan'), (' taxes', ' Taxes')]",[],"RaiseTaxes(a, b) and Amount(c) and InFirstHundredDays(a, d)","WithKerrysPlan(b, a) and WillIncreaseSignificantly(b)","(RaiseTaxes(a, b) and Amount(c) and InFirstHundredDays(a, d) & (forall a (forall b (RaiseTaxes(a, b) -> WillIncreaseSignificantly(b))))) -> (WithKerrysPlan(b, a) and WillIncreaseSignificantly(b))","(exists c (exists a (exists d (exists b (RaiseTaxes(a, b) and Amount(c) and InFirstHundredDays(a, d))))) & (forall f (forall h (forall g (RaiseTaxes(f,g) -> WillIncreaseSignificantly(h)))))) -> (exists a (exists b (WithKerrysPlan(b, a) and WillIncreaseSignificantly(b))))",LF,
52,0,fallacy of extension,"If you told a person, ""I think we should all stay inside to bend the curve of COVID-19"" and they replied, ""so I guess you want people to lose their jobs then,"" what logical fallacy are they using?"," ""Staying inside will bend the curve of COVID-19."""," ""Wanting to stay inside means wanting people to lose their jobs.""","WillBendCurve(a, b),  IsCurveOf(b, c)","WantsToStayInside(x),  WantsToLoseJobs(x, d)",[],[],[],"WillBendCurve(a, b) and IsCurveOf(b, c)","WantsToStayInside(x) and WantsToLoseJobs(x, d)","(WillBendCurve(a, b) and IsCurveOf(b, c)) -> (WantsToStayInside(x) and WantsToLoseJobs(x, d))","(exists c (exists a (exists b (WillBendCurve(a, b) and IsCurveOf(b, c))))) -> (exists d (exists x (WantsToStayInside(x) and WantsToLoseJobs(x, d))))",LF,
53,0,appeal to emotion,"Power lines cause cancer. I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.” I urge you to vote for this bill to tear down all power lines and replace them with monkeys on treadmills.", Power lines cause cancer.  , Vote for this bill to tear down all power lines and replace them with monkeys on treadmills.,CauseCancer(a),"VoteFor(c),  TearsDown(d),  ReplacesWith(e)",[],[],"[(' Power lines', ' all power lines')]",CauseCancer(a),VoteFor(c) and (TearsDown(d) and ReplacesWith(e)),(exists a (CauseCancer(a))) -> (forall d (VoteFor(c) and (TearsDown(d) and ReplacesWith(e)))),(exists a (CauseCancer(a))) -> (exists c (exists d (exists e (VoteFor(c) and (TearsDown(d) and ReplacesWith(e)))))),LF,
54,0,ad hominem,"Student: Hey, Professor Moore, we shouldn't have to read this book by Freud. Everyone knows he used cocaine.", Freud used cocaine.  , We shouldn't have to read the book by Freud.,UsedCocaine(a),"ReadBook(c, d),  WrittenBy(d, a)",[],"[(' Freud', ' Freud')]",[],UsedCocaine(a),"ReadBook(c, d) and WrittenBy(d, a) and ~ReadBook(c, d)","(UsedCocaine(a)) -> (ReadBook(c, d) and WrittenBy(d, a) and ~ReadBook(c, d))","(exists a (UsedCocaine(a))) -> (exists c (exists d (exists a (ReadBook(c, d) and WrittenBy(d, a) and ~ReadBook(c, d)))))",LF,
55,0,false causality,"Our house was burglarized right after that new family moved in next door. Therefore, that new family must have been involved."," ""The house was burglarized right after the new family moved in next door."""," ""The new family was involved in the burglary.""","Burglarized(b),  MovedIn(a),  IsNextDoor(a, c)","InvolvedIn(a, d)",[],"[(' the new family', ' The new family')]",[],"Burglarized(b) and MovedIn(a) and IsNextDoor(a, c)","InvolvedIn(a, d)","(Burglarized(b) and MovedIn(a) and IsNextDoor(a, c)) -> (InvolvedIn(a, d))","(exists c (exists a (exists b (Burglarized(b) and MovedIn(a) and IsNextDoor(a, c))))) -> (exists a (exists d (InvolvedIn(a, d))))",LF,
56,0,circular reasoning,"Witchcraft remains our most urgent spiritual problem because it threatens
our very souls.", Witchcraft is an urgent spiritual problem.  , Witchcraft threatens our souls.,"IsUrgent(b),  IsSpiritualProblem(a)","Threatens(a, c)","[('  IsSpiritualProblem(a)', 'Threatens(a, c)'), ('Threatens(a, c)', '  IsSpiritualProblem(a)')]","[(' Witchcraft', ' Witchcraft')]","[(' spiritual problem', ' Witchcraft')]",IsSpiritualProblem(a) and IsUrgent(b),"Threatens(a, c)","(exists b (IsSpiritualProblem(a) and IsUrgent(b)) & (forall c (forall a (  IsSpiritualProblem(a) -> Threatens(a, c)))) & (forall c (forall a (Threatens(a, c) ->   IsSpiritualProblem(a))))) -> (forall a (Threatens(a, c)))","(exists a (exists b (IsSpiritualProblem(a) and IsUrgent(b))) & (forall e (forall d (  IsSpiritualProblem(d) -> Threatens(d,e)))) & (forall f (forall g (Threatens(f,g) ->   IsSpiritualProblem(f))))) -> (exists c (exists a (Threatens(a, c))))",Valid,
57,0,false dilemma,"Senator Jill: ""We'll have to cut education funding this year.""
Senator Bill: ""Why?""
Senator Jill: ""Well, either we cut the social programs or we live with a huge deficit and we can't live with the deficit.""", We can't live with a huge deficit.  , We must cut education funding.,IsHuge(a),IsCut(b),"[('IsHuge(a)', 'IsCut(b)')]",[],[],IsHuge(a) and ~CanLiveWith(a),IsCut(b),(IsHuge(a) and ~CanLiveWith(a) & (forall a (forall b (IsHuge(a) -> IsCut(b))))) -> (IsCut(b)),(exists a (IsHuge(a) and ~CanLiveWith(a)) & (forall c (forall d (IsHuge(c) -> IsCut(d))))) -> (exists b (IsCut(b))),Valid,
58,0,appeal to emotion,"""You'll make the right decision because you have something that not many people do: you have heart.""?"," ""You have heart.""  "," ""You will make the right decision.""",HasHeart(a),WillMakeDecision(a),[],"[(' You', ' You')]",[],HasHeart(a),WillMakeDecision(a),(HasHeart(a)) -> (WillMakeDecision(a)),(exists a (HasHeart(a))) -> (exists a (WillMakeDecision(a))),LF,
59,0,faulty generalization,Christine has a terrible experience with a boyfriend. She decides that all boys are mean. This is an example of which logical fallacy?, Christine had a terrible experience with a boyfriend.  , All boys are mean.,"HadTerribleExperience(a),  WithBoyfriend(b)",IsMean(d),[],[],"[(' boyfriend', ' All boys')]",HadTerribleExperience(a) and WithBoyfriend(b),IsBoy(d) and IsMean(d),(HadTerribleExperience(a) and WithBoyfriend(b)) -> (IsBoy(d) and IsMean(d)),(exists a (exists b (HadTerribleExperience(a) and WithBoyfriend(b)))) -> (exists d (IsBoy(d) and IsMean(d))),LF,
60,0,circular reasoning,Smoking pot is against the law because it's wrong; I know it's wrong because it is against the law., Smoking pot is against the law.  , Smoking pot is wrong.,IsAgainstTheLaw(a),IsWrong(a),[],"[(' Smoking pot', ' Smoking pot')]",[],IsAgainstTheLaw(a),IsWrong(a),(IsAgainstTheLaw(a)) -> (IsWrong(a)),(exists a (IsAgainstTheLaw(a))) -> (exists a (IsWrong(a))),LF,
61,0,circular reasoning,"""You can't give me a D because I'm an A student!"""," ""I am an A student.""  "," ""You cannot give me a D.""",IsAStudent(a),"CannotGive(c, d, e)",[],[],[],IsAStudent(a),"~CannotGive(c, d, e)","(IsAStudent(a)) -> (~CannotGive(c, d, e))","(exists a (IsAStudent(a))) -> (exists c (exists d (exists e (~CannotGive(c, d, e)))))",LF,
62,0,fallacy of logic,People who buy stocks are no different from people who bet on horse racing. They both risk their money with little chance of making a big profit., People who buy stocks risk their money with little chance of making a big profit., People who buy stocks are like people who bet on horse racing.,"BuysStocks(a),  RisksMoney(a),  HasLittleChanceOfMakingBigProfit(a)","BuysStocks(a),  BetsOnHorseRacing(e)","[('BuysStocks(a)', '  RisksMoney(a)'), ('BuysStocks(a)', '  HasLittleChanceOfMakingBigProfit(a)')]","[(' People who buy stocks', ' People who buy stocks')]",[],BuysStocks(a) and (RisksMoney(a) and HasLittleChanceOfMakingBigProfit(a)),BuysStocks(a) and BetsOnHorseRacing(e),(BuysStocks(a) and (RisksMoney(a) and HasLittleChanceOfMakingBigProfit(a)) & (forall a (BuysStocks(a) ->   RisksMoney(a))) & (forall a (BuysStocks(a) ->   HasLittleChanceOfMakingBigProfit(a)))) -> (BuysStocks(a) and BetsOnHorseRacing(e)),(exists a (BuysStocks(a) and (RisksMoney(a) and HasLittleChanceOfMakingBigProfit(a))) & (forall g (BuysStocks(g) ->   RisksMoney(g))) & (forall h (BuysStocks(h) ->   HasLittleChanceOfMakingBigProfit(h)))) -> (exists a (exists e (BuysStocks(a) and BetsOnHorseRacing(e)))),LF,
63,0,appeal to emotion,"I cannot get a job because the public education system failed me;  I have to steal to  survive.  It is society's fault, not mine.", The public education system failed me., I have to steal to survive.,"Failed(a, b)","HasToSteal(c),  HasToSurvive(c)",[],[],[],"Failed(a, b)",HasToSteal(c) and HasToSurvive(c),"(Failed(a, b)) -> (HasToSteal(c) and HasToSurvive(c))","(exists a (exists b (Failed(a, b)))) -> (exists c (HasToSteal(c) and HasToSurvive(c)))",LF,
64,0,faulty generalization,"Trump presents a dark image of America if Clinton is elected, with “Syrian refugees flooding in, illegal immigrants convicted of crimes staying.”"," Trump presents a dark image of America if Clinton is elected, with Syrian refugees flooding in and illegal immigrants convicted of crimes staying.", America will have problems with Syrian refugees and illegal immigrants if Clinton is elected.,"Presents(d, e),  IsElected(a),  IsFloodingIn(b),  IsConvictedOfCrimes(c)","IsElected(a),  HasProblemsWith(g, b),  HasProblemsWith(g, c)","[('  IsFloodingIn(b)', '  HasProblemsWith(g, c)'), ('  IsConvictedOfCrimes(c)', '  HasProblemsWith(g, b)')]","[(' Clinton', ' Clinton'), (' Syrian refugees', ' Syrian refugees'), (' illegal immigrants', ' illegal immigrants')]","[(' dark image of America', ' America')]","IsElected(a) and (Presents(d, e) and IsFloodingIn(b) and IsConvictedOfCrimes(c))","IsElected(a) and (HasProblemsWith(g, b) and HasProblemsWith(g, c))","(exists e (IsElected(a) and (Presents(d, e) and IsFloodingIn(b) and IsConvictedOfCrimes(c))) & (forall g (forall c (forall b (  IsFloodingIn(b) ->   HasProblemsWith(g, c))))) & (forall c (forall b (forall g (  IsConvictedOfCrimes(c) ->   HasProblemsWith(g, b)))))) -> (forall g (IsElected(a) and (HasProblemsWith(g, b) and HasProblemsWith(g, c))))","(exists a (exists d (exists b (exists c (exists e (IsElected(a) and (Presents(d, e) and IsFloodingIn(b) and IsConvictedOfCrimes(c))))))) & (forall h (forall i (forall j (  IsFloodingIn(h) ->   HasProblemsWith(i,j))))) & (forall l (forall m (forall k (  IsConvictedOfCrimes(k) ->   HasProblemsWith(l,m)))))) -> (exists c (exists a (exists b (exists g (IsElected(a) and (HasProblemsWith(g, b) and HasProblemsWith(g, c)))))))",Valid,
