,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
68,appeal to emotion,0,"At six feet , though , around 12 million people in the United States would be displaced , and the world ’ s most vulnerable megacities , like Shanghai , Mumbai , and Ho Chi Minh City , could be wiped off the map ."," 12 million people in the United States would be displaced at six feet of sea level rise, and megacities like Shanghai, Mumbai, and Ho Chi Minh City could be wiped off the map.", A six-foot sea level rise would displace millions and destroy vulnerable megacities.,"DisplacedAt(b, a),  In(c, b),  WipedOffMap(e),  WipedOffMap(f),  WipedOffMap(g)","Displace(h, a),  Destroy(i, a)","[('DisplacedAt(b, a)', 'Displace(h, a)'), ('Displace(h, a)', 'DisplacedAt(b, a)'), ('  WipedOffMap(e)', '  Destroy(i, a)'), ('  Destroy(i, a)', '  WipedOffMap(e)'), ('  WipedOffMap(f)', '  Destroy(i, a)'), ('  Destroy(i, a)', '  WipedOffMap(f)'), ('  WipedOffMap(g)', '  Destroy(i, a)'), ('  Destroy(i, a)', '  WipedOffMap(g)')]","[(' six feet of sea level rise', ' Six-foot sea level rise')]","[(' 12 million people', ' millions'), (' megacities', ' vulnerable megacities'), (' Shanghai', ' vulnerable megacities'), (' Mumbai', ' vulnerable megacities'), (' Ho Chi Minh City', ' vulnerable megacities')]","(DisplacedAt(b, a) and In(c, b)) and (WipedOffMap(e) and WipedOffMap(f) and WipedOffMap(g))","Displace(h, a) and Destroy(i, a)","(exists g (exists f (exists e (exists b ((DisplacedAt(b, a) and In(c, b)) and (WipedOffMap(e) and WipedOffMap(f) and WipedOffMap(g)))))) & (forall a (forall b (forall h (DisplacedAt(b, a) -> Displace(h, a))))) & (forall a (forall h (forall b (Displace(h, a) -> DisplacedAt(b, a))))) & (forall a (forall i (forall e (  WipedOffMap(e) ->   Destroy(i, a))))) & (forall e (forall i (forall a (  Destroy(i, a) ->   WipedOffMap(e))))) & (forall i (forall a (forall f (  WipedOffMap(f) ->   Destroy(i, a))))) & (forall i (forall a (forall f (  Destroy(i, a) ->   WipedOffMap(f))))) & (forall i (forall a (forall g (  WipedOffMap(g) ->   Destroy(i, a))))) & (forall i (forall a (forall g (  Destroy(i, a) ->   WipedOffMap(g)))))) -> (forall i (forall h (Displace(h, a) and Destroy(i, a))))","(exists g (exists f (exists b (exists c (exists e (exists a ((DisplacedAt(b, a) and In(c, b)) and (WipedOffMap(e) and WipedOffMap(f) and WipedOffMap(g)))))))) & (forall m (forall k (forall l (DisplacedAt(k,l) -> Displace(m,l))))) & (forall o (forall p (forall n (Displace(n,o) -> DisplacedAt(p,o))))) & (forall q (forall r (forall s (  WipedOffMap(q) ->   Destroy(r,s))))) & (forall t (forall v (forall u (  Destroy(t,u) ->   WipedOffMap(v))))) & (forall x (forall y (forall w (  WipedOffMap(w) ->   Destroy(x,y))))) & (forall z (  Destroy(z,{) ->   WipedOffMap(|))) & (  WipedOffMap(}) ->   Destroy(~,)) & (  Destroy(,) ->   WipedOffMap())) -> (exists a (exists h (exists i (Displace(h, a) and Destroy(i, a)))))",
69,appeal to emotion,0,And then you get scared .," ""You are scared."""," ""Something caused you to be scared.""",IsScared(a),"IsScared(a),  Causes(b, a)",[],"[(' You', ' You')]",[],IsScared(a),"Causes(b, a) and IsScared(a)","(IsScared(a)) -> (Causes(b, a) and IsScared(a))","(exists a (IsScared(a))) -> (exists a (exists b (Causes(b, a) and IsScared(a))))",LF
70,fallacy of credibility,0,"Extreme melting and changes to the climate may have released pressure on to the continent , allowing the ground to rise up , a Nature report claims .", Extreme melting and changes to the climate may have released pressure on the continent.  , The ground rises up.,"IsExtreme(a),  CausesChange(b),  ReleasesPressure(c)",RisesUp(d),[],[],[],IsExtreme(a) and CausesChange(b) and ReleasesPressure(c),RisesUp(d),(IsExtreme(a) and CausesChange(b) and ReleasesPressure(c)) -> (RisesUp(d)),(exists a (exists b (exists c (IsExtreme(a) and CausesChange(b) and ReleasesPressure(c))))) -> (exists d (RisesUp(d))),LF
71,appeal to emotion,0,Australia ’ s symbolic suicidal climate policy just makes everybody poorer ., Australia's climate policy is symbolic and suicidal., Australia's climate policy makes everybody poorer.,"IsSymbolic(a),  IsSuicidal(a)","MakesPoorer(a, b)","[('  IsSuicidal(a)', 'MakesPoorer(a, b)')]","[("" Australia's climate policy"", "" Australia's climate policy"")]",[],IsSymbolic(a) and IsSuicidal(a),"MakesPoorer(a, b)","(IsSymbolic(a) and IsSuicidal(a) & (forall a (forall b (  IsSuicidal(a) -> MakesPoorer(a, b))))) -> (MakesPoorer(a, b))","(exists a (IsSymbolic(a) and IsSuicidal(a)) & (forall d (forall c (  IsSuicidal(c) -> MakesPoorer(c,d))))) -> (exists a (exists b (MakesPoorer(a, b))))",Valid
72,fallacy of relevance,0,"As the BBC reported in May , scientists suspect smallpox and the bubonic plague are trapped in Siberian ice , too — an abridged history of devastating human sickness , left out like egg salad in the Arctic sun .", Smallpox and the bubonic plague are trapped in Siberian ice., Devastating human sickness is preserved in the Arctic.,"IsTrappedIn(a, c),  IsTrappedIn(b, c)","IsPreserved(d, e)",[],[],"[(' Smallpox', ' Human sickness'), (' bubonic plague', ' Human sickness')]","IsTrappedIn(a, c) and IsTrappedIn(b, c)","IsPreserved(d, e)","(exists b (exists a (IsTrappedIn(a, c) and IsTrappedIn(b, c)))) -> (forall d (IsPreserved(d, e)))","(exists a (exists b (exists c (IsTrappedIn(a, c) and IsTrappedIn(b, c))))) -> (exists d (exists e (IsPreserved(d, e))))",LF
73,ad hominem,0,,,,,,[],[],[],,,() -> (),() -> (),
74,false dilemma,0,"The highest record temperature ever reported was 136 degrees Fahrenheit in Libya in 1922 . The record high temperature for the United States was 134 degrees Fahrenheit in Death Valley , California in 1913 . Fossil fuel emissions in 1913 and 1922 were negligible compared to today ."," ""Fossil fuel emissions in 1913 and 1922 were negligible compared to today.""  "," ""High temperatures are not caused by fossil fuel emissions.""","AreNegligible(a, b),  AreNegligible(a, c),  AreNegligibleComparedTo(a, d)","AreNotCausedBy(e, a)",[],"[(' Fossil fuel emissions', ' fossil fuel emissions')]",[],"(AreNegligible(a, b) and AreNegligible(a, c)) and AreNegligibleComparedTo(a, d)","AreNotCausedBy(e, a)","((AreNegligible(a, b) and AreNegligible(a, c)) and AreNegligibleComparedTo(a, d)) -> (AreNotCausedBy(e, a))","(exists d (exists a (exists b (exists c ((AreNegligible(a, b) and AreNegligible(a, c)) and AreNegligibleComparedTo(a, d)))))) -> (exists a (exists e (AreNotCausedBy(e, a))))",
75,fallacy of relevance,0,"Without carbon dioxide , there would be no complex life on earth .", There is no complex life on Earth without carbon dioxide.  , Carbon dioxide is essential for complex life on Earth.,"IsOnEarth(a),  RequiresCarbonDioxide(a)","IsEssentialFor(c, a),  IsOnEarth(a)","[('  RequiresCarbonDioxide(a)', 'IsEssentialFor(c, a)'), ('IsEssentialFor(c, a)', '  RequiresCarbonDioxide(a)'), ('  IsOnEarth(a)', '  RequiresCarbonDioxide(a)')]","[(' Complex life', ' complex life'), (' Earth', ' Earth'), (' carbon dioxide', ' Carbon dioxide')]","[(' Complex life', ' Earth'), (' Earth', ' complex life')]",IsOnEarth(a) and RequiresCarbonDioxide(a),"IsEssentialFor(c, a) and IsOnEarth(a)","(IsOnEarth(a) and RequiresCarbonDioxide(a) & (forall a (forall c (  RequiresCarbonDioxide(a) -> IsEssentialFor(c, a)))) & (forall a (forall c (IsEssentialFor(c, a) ->   RequiresCarbonDioxide(a)))) & (forall a (  IsOnEarth(a) ->   RequiresCarbonDioxide(a)))) -> (IsEssentialFor(c, a) and IsOnEarth(a))","(exists a (IsOnEarth(a) and RequiresCarbonDioxide(a)) & (forall h (forall f (forall g (  RequiresCarbonDioxide(f) -> IsEssentialFor(g,h))))) & (forall j (forall i (forall k (IsEssentialFor(i,j) ->   RequiresCarbonDioxide(k))))) & (forall l (  IsOnEarth(l) ->   RequiresCarbonDioxide(l)))) -> (exists a (exists c (IsEssentialFor(c, a) and IsOnEarth(a))))",Valid
76,intentional,0,"News flash , Mr. President : Alaska has been buffeted by cyclical swings in climate for thousands of years . That ’ s true for the rest of the world , too . There was a 300-year-long Medieval heat wave , followed by a Little Ice Age that began around 1300 , and then the 300-year warming period we ’ re in now .", Alaska has experienced cyclical swings in climate for thousands of years. The rest of the world has experienced cyclical swings in climate too., Current climate trends are part of a natural cycle.,"HasExperienced(a, b)  ","IsPartOf(e, f)",[],[],"[(' cyclical swings in climate', ' natural cycle')]","HasExperienced(a, b) and HasExperienced(d, b)","IsPartOf(e, f)","(exists b (HasExperienced(a, b) and HasExperienced(d, b))) -> (forall f (IsPartOf(e, f)))","(exists d (exists a (exists b (HasExperienced(a, b) and HasExperienced(d, b))))) -> (exists e (exists f (IsPartOf(e, f))))",LF
77,fallacy of relevance,0,"Brazil , the world ’ s largest exporter of red meat , holds around 212 million cattle . ( In June , the U.S. temporarily suspended imports of beef from Brazil due to abscesses , collections of pus , in the meat . )", Brazil holds around 212 million cattle and Brazil is the world's largest exporter of red meat., There are issues with the quality of beef from Brazil.,"Holds(a, b),  IsLargestExporter(a, c)","IsFrom(f, a),  HasIssues(e)",[],"[(' Brazil', ' Brazil')]","[(' red meat', ' beef')]","Holds(a, b) and IsLargestExporter(a, c)","IsFrom(f, a) and HasIssues(e)","(Holds(a, b) and IsLargestExporter(a, c)) -> (IsFrom(f, a) and HasIssues(e))","(exists a (exists b (exists c (Holds(a, b) and IsLargestExporter(a, c))))) -> (exists e (exists a (exists f (IsFrom(f, a) and HasIssues(e)))))",LF
78,equivocation,0,"Those eruptions meant there was more subsequent warming in the following years , making the rate of warming appear to be rising as a result of man-made emissions or other factors , Christy said .", There was more subsequent warming in the following years due to those eruptions., The rate of warming appears to be rising due to man-made emissions or other factors.,"OccurredAfter(a, c),  OccurredDuring(a, b)","AppearsToBeRising(d),  DueTo(d, e),  DueTo(d, f)",[],[],[],"OccurredAfter(a, c) and OccurredDuring(a, b)","AppearsToBeRising(d) and (DueTo(d, e) or DueTo(d, f))","(OccurredAfter(a, c) and OccurredDuring(a, b)) -> (AppearsToBeRising(d) and (DueTo(d, e) or DueTo(d, f)))","(exists a (exists b (exists c (OccurredAfter(a, c) and OccurredDuring(a, b))))) -> (exists d (exists e (exists f (AppearsToBeRising(d) and (DueTo(d, e) or DueTo(d, f))))))",LF
79,false dilemma,0,"If global warming is “ real , ”
both sides of the debate seem to assume , the climate lobby ’ s policy agenda follows
inexorably .", Both sides of the debate assume global warming is real.  , The climate lobby's policy agenda is inevitable.,"AssumesReal(a, b)",IsInevitable(c),[],[],[],"AssumesReal(a, b)",IsInevitable(c),"(AssumesReal(a, b)) -> (IsInevitable(c))","(exists a (exists b (AssumesReal(a, b)))) -> (exists c (IsInevitable(c)))",LF
80,appeal to emotion,0,"He said that he and his students cried when he showed them maps of the damage , which he had calculated in part by flying low in small planes and helicopters .", He and his students cried when they saw the maps of the damage.  , The damage is significant enough to cause emotional distress.,"Cried(b),  Cried(c),  SawMaps(d, b),  SawMaps(d, c),  IsOfDamage(d, a)","IsSignificant(a),  CausesEmotionalDistress(a, e)","[('Cried(b)', '  CausesEmotionalDistress(a, e)'), ('  CausesEmotionalDistress(a, e)', 'Cried(b)'), ('  CausesEmotionalDistress(a, e)', '  Cried(c)')]","[(' the damage', ' The damage')]",[],"Cried(b) and Cried(c) and SawMaps(d, b) and SawMaps(d, c) and IsOfDamage(d, a)","IsSignificant(a) and CausesEmotionalDistress(a, e)","(Cried(b) and Cried(c) and SawMaps(d, b) and SawMaps(d, c) and IsOfDamage(d, a) & (forall e (forall a (forall b (Cried(b) ->   CausesEmotionalDistress(a, e))))) & (forall e (forall a (forall b (  CausesEmotionalDistress(a, e) -> Cried(b))))) & (forall e (forall a (forall c (  CausesEmotionalDistress(a, e) ->   Cried(c)))))) -> (IsSignificant(a) and CausesEmotionalDistress(a, e))","(exists d (exists a (exists b (exists c (Cried(b) and Cried(c) and SawMaps(d, b) and SawMaps(d, c) and IsOfDamage(d, a))))) & (forall i (forall h (forall g (Cried(g) ->   CausesEmotionalDistress(h,i))))) & (forall j (forall k (forall l (  CausesEmotionalDistress(j,k) -> Cried(l))))) & (forall o (forall m (forall n (  CausesEmotionalDistress(m,n) ->   Cried(o)))))) -> (exists e (exists a (IsSignificant(a) and CausesEmotionalDistress(a, e))))",LF
81,intentional,0,"On our current trajectory , the report warns , “ planetary and human systems [ are ] reaching a ‘ point of no return ’ by mid-century , in which the prospect of a largely uninhabitable Earth leads to the breakdown of nations and the international order . ”", Planetary and human systems are reaching a point of no return by mid-century., Earth will become largely uninhabitable leading to the breakdown of nations and the international order.,"IsReaching(a, b),  OccursAt(b, c)","IsUninhabitable(d),  LeadsToBreakdown(e),  LeadsToBreakdown(f)","[('  OccursAt(b, c)', '  LeadsToBreakdown(e)'), ('  OccursAt(b, c)', '  LeadsToBreakdown(f)')]",[],[],"IsReaching(a, b) and OccursAt(b, c)",IsUninhabitable(d) and (LeadsToBreakdown(e) and LeadsToBreakdown(f)),"(IsReaching(a, b) and OccursAt(b, c) & (forall e (forall b (forall c (  OccursAt(b, c) ->   LeadsToBreakdown(e))))) & (forall f (forall b (forall c (  OccursAt(b, c) ->   LeadsToBreakdown(f)))))) -> (IsUninhabitable(d) and (LeadsToBreakdown(e) and LeadsToBreakdown(f)))","(exists a (exists b (exists c (IsReaching(a, b) and OccursAt(b, c)))) & (forall i (forall h (forall g (  OccursAt(g,h) ->   LeadsToBreakdown(i))))) & (forall j (forall k (forall l (  OccursAt(j,k) ->   LeadsToBreakdown(l)))))) -> (exists d (exists e (exists f (IsUninhabitable(d) and (LeadsToBreakdown(e) and LeadsToBreakdown(f))))))",LF
82,faulty generalization,0,A harrowing scenario analysis of how human civilization might collapse in coming decades due to climate change has been endorsed by a former Australian defense chief and senior royal navy commander ., A former Australian defense chief and senior royal navy commander endorsed a harrowing scenario analysis of how human civilization might collapse in coming decades due to climate change., Human civilization might collapse in coming decades due to climate change.,"EndorsedScenarioAnalysis(c,e),  EndorsedScenarioAnalysis(d,e),  MightCollapse(a),  DueToClimateChange(a,b)","MightCollapse(a),  DueToClimateChange(a,b)","[('  DueToClimateChange(a,b)', '  MightCollapse(a)'), ('  DueToClimateChange(a,b)', 'MightCollapse(a)'), ('MightCollapse(a)', '  DueToClimateChange(a,b)')]","[(' human civilization', ' Human civilization'), (' climate change', ' climate change')]",[],"EndorsedScenarioAnalysis(c,e) and EndorsedScenarioAnalysis(d,e) and (MightCollapse(a) and DueToClimateChange(a,b))","MightCollapse(a) and DueToClimateChange(a,b)","(EndorsedScenarioAnalysis(c,e) and EndorsedScenarioAnalysis(d,e) and (MightCollapse(a) and DueToClimateChange(a,b)) & (forall a (forall b (  DueToClimateChange(a,b) ->   MightCollapse(a)))) & (forall a (forall b (  DueToClimateChange(a,b) -> MightCollapse(a)))) & (forall a (forall b (MightCollapse(a) ->   DueToClimateChange(a,b))))) -> (MightCollapse(a) and DueToClimateChange(a,b))","(exists d (exists b (exists c (exists a (exists e (EndorsedScenarioAnalysis(c,e) and EndorsedScenarioAnalysis(d,e) and (MightCollapse(a) and DueToClimateChange(a,b))))))) & (forall i (forall h (  DueToClimateChange(h,i) ->   MightCollapse(h)))) & (forall j (forall k (  DueToClimateChange(j,k) -> MightCollapse(j)))) & (forall m (forall l (MightCollapse(l) ->   DueToClimateChange(l,m))))) -> (exists a (exists b (MightCollapse(a) and DueToClimateChange(a,b))))",Valid
83,fallacy of extension,0,Alarmist attempts to frame thriving forests as harmful perfectly illustrate the alarmists ’ proclivity to claim anything and everything – no matter how beneficial – is severely harmful and caused by global warming ., Alarmists claim that thriving forests are harmful and caused by global warming., Alarmists claim everything is harmful and caused by global warming.,"Claim(a),  AreHarmful(c),  AreCausedBy(c, b)","Claim(a),  IsHarmful(d),  IsCausedBy(d, b)","[('  AreHarmful(c)', 'Claim(a)')]","[(' Alarmists', ' Alarmists'), (' global warming', ' global warming')]","[(' thriving forests', ' everything'), (' global warming', ' everything')]","Claim(a) and (AreHarmful(c) and AreCausedBy(c, b))","Claim(a) and (IsHarmful(d) and IsCausedBy(d, b))","(exists b (exists c (Claim(a) and (AreHarmful(c) and AreCausedBy(c, b)))) & (forall a (forall c (  AreHarmful(c) -> Claim(a))))) -> (forall d (Claim(a) and (IsHarmful(d) and IsCausedBy(d, b))))","(exists a (exists b (exists c (Claim(a) and (AreHarmful(c) and AreCausedBy(c, b))))) & (forall e (forall f (  AreHarmful(e) -> Claim(f))))) -> (exists d (exists a (exists b (Claim(a) and (IsHarmful(d) and IsCausedBy(d, b))))))",LF
